RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,So,6-7,Miles Byrd,San Diego St.,MWC,77.0,8.1,37.0,144.1,23.9,75.0,77.2,4.6,21.6,30.2,8.3,14.8,9.8,16.7,3-4,0.750,15.8,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jr,6-3,Tre Donaldson,Michigan,B10,73.9,7.9,14.0,164.4,17.2,81.8,87.8,7.3,12.0,27.8,16.4,1.6,0.0,72.7,3-5,0.600,5.6,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sr,6-0,Ryan Nembhard,Gonzaga,WCC,87.3,7.7,9.9,153.1,16.1,54.2,60.1,1.7,10.4,38.6,10.0,0.0,1.6,66.7,2-7,0.286,4.0,3-5,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Jr,6-1,Alexis Marmolejos,Lamar,Slnd,72.8,7.5,10.7,128.8,29.6,46.4,58.4,3.1,4.3,8.7,0.0,0.0,3.8,85.7,5-10,0.500,7.6,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sr,6-2,Zach Bloch,Northern Colorado,BSky,85.1,7.4,8.9,170.3,10.0,83.3,85.8,0.0,11.3,2.2,0.0,0.0,1.5,26.7,2-2,1.000,9.8,7-13,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sr,6-11,Dawson Garcia,Minnesota,B10,72.1,7.4,23.2,150.1,27.8,74.4,78.1,6.9,22.5,12.3,5.2,1.4,1.5,59.0,20-29,0.690,7.2,6-10,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Jr,6-6,Kobe MaGee,Drexel,CAA,83.5,7.3,17.2,160.1,20.2,82.0,80.8,4.7,15.2,21.5,4.6,0.0,1.8,24.0,7-7,1.000,16.7,9-18,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sr,6-4,Kam Jones,Marquette,BE,80.3,7.3,17.8,151.6,22.8,78.8,78.5,0.0,11.9,45.1,10.0,1.3,4.0,17.5,18-22,0.818,10.3,9-18,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sr,6-1,Kentrell Garnett,Louisiana,SB,77.9,7.1,6.3,158.7,10.4,79.2,81.1,0.0,3.4,13.8,0.0,0.0,0.0,16.7,2-2,1.000,9.4,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,So,6-7,Bobby Durkin,Davidson,A10,70.0,7.1,14.4,170.5,18.1,87.5,92.2,0.0,21.0,19.6,10.2,0.0,1.9,75.0,1-2,0.500,11.1,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sr,6-7,Quinton Mincey,UMass Lowell,AE,90.5,7.1,6.4,130.9,28.5,50.0,65.5,0.0,3.2,6.4,5.5,3.5,1.6,123.1,5-10,0.500,4.7,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,So,6-3,Josh Pascarelli,Marist,MAAC,82.5,7.1,12.9,146.2,24.3,70.0,70.0,0.0,17.6,19.3,3.7,0.0,1.8,20.0,9-15,0.600,13.6,8-15,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Jr,6-2,Bruce Thornton,Ohio St.,B10,72.4,7.1,14.5,157.9,18.9,87.5,87.1,0.0,15.0,30.0,15.8,0.0,1.0,31.3,8-10,0.800,6.0,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,So,6-3,PJ Haggerty,Memphis,Amer,93.1,7.1,6.6,117.3,32.9,51.5,60.1,6.7,7.2,23.4,15.6,0.0,1.5,67.6,16-28,0.571,4.4,1-6,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sr,6-6,Devontae Blanton,Eastern Kentucky,ASun,86.6,7.0,8.6,124.1,30.3,57.8,60.1,5.0,12.0,29.5,14.4,1.6,2.6,25.0,17-29,0.586,2.6,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sr,6-6,Simas Lukosius,Cincinnati,B12,59.9,7.0,21.6,196.7,18.0,97.1,94.7,0.0,8.9,32.4,0.0,0.0,2.4,11.8,9-10,0.900,8.5,5-7,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sr,6-0,Nijel Pack,Miami FL,ACC,72.0,7.0,8.3,161.5,22.6,72.9,74.7,0.0,10.1,28.7,4.2,0.0,0.0,12.5,10-11,0.909,12.5,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,So,5-11,Josh Hubbard,Mississippi St.,SEC,70.0,6.9,18.3,169.5,20.1,80.3,80.2,1.4,11.0,22.2,0.0,0.0,2.6,10.5,11-17,0.647,13.6,13-21,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,So,6-0,BJ Ward,Southeast Missouri S,OVC,69.0,6.9,17.6,152.6,21.2,84.8,84.8,0.0,1.9,28.7,9.6,0.0,3.0,0.0,6-11,0.545,12.2,9-12,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sr,5-11,Zawdie Jackson,New Mexico St.,CUSA,82.1,6.9,12.8,153.4,20.4,70.0,73.5,3.5,8.4,35.8,12.6,0.0,1.7,40.0,8-14,0.571,5.2,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Sr,6-5,Jamar Brown,UMKC,Sum,81.3,6.8,7.4,127.2,22.7,73.1,74.2,10.5,3.7,0.0,16.3,0.0,0.0,7.7,5-7,0.714,11.1,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Jr,5-10,Austin Benigni,Navy,Pat,79.3,6.7,10.3,126.3,36.1,45.3,57.1,2.1,6.9,36.0,5.0,0.0,4.1,67.9,21-47,0.447,3.6,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sr,6-8,Jackson Price,Marist,MAAC,63.0,6.6,11.8,174.2,17.6,73.3,76.9,8.5,14.4,20.2,0.0,2.6,0.0,26.7,2-4,0.500,13.1,6-11,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sr,6-4,Augustas Marciulionis,Saint Mary's,WCC,92.9,6.6,8.3,140.3,21.5,47.1,55.8,2.1,7.8,38.9,7.5,0.9,1.6,55.9,10-22,0.455,6.5,4-12,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Jr,6-7,Nick Martinelli,Northwestern,B10,84.4,6.6,14.8,135.4,27.4,82.1,78.9,7.3,25.1,4.6,14.6,0.0,1.7,59.5,24-35,0.686,4.0,7-7,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sr,6-2,Jaden Wells,UT Arlington,WAC,85.9,6.6,9.3,136.6,22.2,68.3,69.0,3.8,11.8,23.0,11.0,0.0,4.0,13.3,4-9,0.444,17.1,11-21,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sr,6-7,Koby Brea,Kentucky,SEC,55.8,6.5,19.8,189.7,12.4,95.8,95.8,1.5,15.8,15.0,0.0,1.4,0.8,0.0,5-8,0.625,12.5,12-16,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,So,6-8,Mackenzie Mgbako,Indiana,B10,68.8,6.5,20.0,146.8,25.2,85.2,86.2,11.0,19.8,15.0,16.0,1.8,3.0,11.1,14-18,0.778,9.1,6-9,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Sr,6-5,Ethan Taylor,Air Force,MWC,96.3,6.5,11.4,130.3,23.9,67.9,71.2,3.4,19.5,30.7,11.7,2.1,3.4,28.2,7-10,0.700,16.3,13-29,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Sr,6-2,Jaylen Blakes,Stanford,ACC,68.8,6.5,12.6,157.4,23.2,62.5,68.5,6.6,6.4,30.9,3.3,3.1,4.5,120.0,11-14,0.786,4.5,1-6,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Fr,6-6,Tre Johnson,Texas,SEC,76.0,6.5,17.7,142.0,26.1,72.3,73.4,0.0,10.4,17.1,9.4,2.9,1.8,21.3,13-23,0.565,14.7,14-24,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,So,6-7,Nick Dorn,Elon,CAA,75.0,6.4,6.6,146.3,17.8,70.8,68.1,3.8,11.1,7.4,0.0,0.0,0.0,8.3,1-2,0.500,18.3,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,So,6-6,TJ Johnson,VMI,SC,83.0,6.4,10.0,184.4,12.3,87.5,87.5,7.1,8.9,11.0,0.0,0.0,3.5,0.0,1-2,0.500,10.6,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Jr,6-0,Jacari Lane,North Alabama,ASun,76.6,6.4,16.4,137.5,30.6,66.7,67.7,0.0,9.9,34.8,9.5,0.0,4.9,6.1,10-19,0.526,13.5,8-14,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,So,6-9,JT Toppin,Texas Tech,B12,60.2,6.4,18.0,146.4,30.7,76.3,76.1,16.0,26.8,5.8,10.6,8.0,4.0,36.8,26-34,0.765,3.2,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Sr,6-7,Liam Murphy,North Florida,ASun,53.6,6.4,17.9,165.2,21.6,81.6,81.5,8.6,8.8,8.8,5.9,1.1,1.9,10.5,7-12,0.583,16.5,16-26,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Jr,6-7,RJ Keene,Boise St.,MWC,52.6,6.4,12.7,201.4,9.0,75.0,92.8,8.1,13.0,20.7,0.0,0.0,1.4,300.0,0-1,0.000,1.4,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sr,6-2,CJ Fulton,Charleston,CAA,83.8,6.4,9.6,150.1,17.4,72.2,77.4,1.9,9.1,33.7,12.9,0.0,1.5,38.9,4-8,0.500,7.4,6-10,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sr,6-3,Ian Martinez,Utah St.,MWC,58.5,6.3,15.7,164.7,25.4,63.9,71.0,10.1,2.4,23.6,4.8,2.7,2.5,77.8,7-10,0.700,9.8,3-8,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Jr,6-9,Nick Davidson,Nevada,MWC,85.6,6.3,13.0,150.0,18.1,84.8,83.1,2.6,22.4,15.2,13.0,3.5,1.8,87.0,9-14,0.643,5.3,7-9,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Sr,6-0,Justin Hill,Wichita St.,Amer,79.0,6.3,11.6,136.7,24.4,58.3,64.2,1.2,16.5,30.0,7.0,0.0,4.0,58.3,12-22,0.545,8.0,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Sr,6-2,Geronimo Rubio De La Rosa,Columbia,Ivy,83.6,6.3,12.4,142.8,23.6,63.0,68.5,4.4,16.0,16.9,7.2,0.0,4.7,42.6,13-24,0.542,12.8,14-30,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Sr,6-10,Ante Brzovic,Charleston,CAA,88.8,6.2,11.1,123.3,31.2,66.7,68.5,3.6,22.8,28.1,15.7,6.1,0.7,50.0,21-32,0.656,2.8,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Jr,6-1,Sean Newman Jr.,Louisiana Tech,CUSA,90.7,6.2,3.6,144.0,19.3,58.8,57.7,0.0,3.8,50.5,8.5,1.2,0.0,47.1,4-8,0.500,7.4,4-9,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,So,6-4,Jayson Petty,UMKC,Sum,84.8,6.1,12.6,130.0,16.7,44.4,55.0,6.7,21.5,16.3,0.0,6.4,3.6,44.4,1-2,0.500,12.5,2-7,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Jr,6-8,Kaleb Banks,Tulane,Amer,71.4,6.1,15.7,157.0,21.8,78.0,79.0,9.9,22.5,8.6,4.6,3.7,1.0,24.0,9-12,0.750,13.1,7-13,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Jr,6-8,Eric Mulder,Purdue Fort Wayne,Horz,62.6,6.1,5.4,173.2,14.1,72.7,76.5,24.1,7.3,0.0,0.0,2.3,3.3,27.3,8-10,0.800,1.1,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Sr,6-8,Khamari McGriff,UNC Wilmington,CAA,78.8,6.1,13.5,148.0,20.7,77.8,76.4,10.6,29.3,21.0,7.9,10.3,0.0,111.1,7-9,0.778,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sr,6-3,Keaston Willis,Tulsa,Amer,63.3,6.1,13.1,171.9,22.3,75.0,81.3,4.2,24.6,16.0,0.0,0.0,1.1,150.0,3-4,0.750,10.8,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Jr,6-8,Alex Karaban,Connecticut,BE,74.4,6.0,20.9,161.6,20.0,83.9,83.7,9.6,8.8,23.4,13.1,14.8,0.7,32.1,7-8,0.875,13.1,11-20,0.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Sr,6-9,Yaxel Lendeborg,UAB,Amer,81.6,6.0,17.5,131.4,27.4,60.5,64.2,10.1,20.6,20.3,12.5,8.0,4.0,37.2,20-33,0.606,5.7,4-10,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sr,6-4,Andrew Cook,Eastern Washington,BSky,65.6,6.0,13.4,141.1,23.3,69.1,71.4,0.0,15.9,18.7,3.1,0.0,6.5,32.4,22-31,0.710,2.2,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Sr,6-5,VonCameron Davis,Kent St.,MAC,59.5,6.0,15.5,135.1,30.9,47.4,63.2,2.2,11.4,12.2,4.1,2.7,1.3,105.3,6-13,0.462,7.7,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Sr,6-0,Steven Ashworth,Creighton,BE,69.8,6.0,14.5,145.4,25.3,68.0,77.9,0.0,19.2,40.5,17.8,1.2,1.3,76.0,2-5,0.400,12.9,10-20,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sr,6-10,Wilhelm Breidenbach,Washington,B10,62.3,5.9,2.7,187.9,6.6,93.8,93.8,6.1,4.0,0.0,0.0,0.0,0.0,0.0,6-7,0.857,1.1,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Jr,6-4,Jemel Jones,Cal St. Bakersfield,BW,75.5,5.9,7.1,127.0,33.8,66.7,67.6,0.0,12.0,22.2,17.0,0.0,1.9,33.3,17-25,0.680,4.8,2-5,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Jr,6-1,"Brian Moore, Jr.",Norfolk St.,MEAC,65.5,5.9,8.6,140.8,31.1,65.4,73.5,0.0,11.0,16.3,6.8,0.0,0.0,53.8,17-24,0.708,2.1,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,So,6-8,Paulius Murauskas,Saint Mary's,WCC,87.8,5.9,9.8,140.3,20.0,60.8,63.9,7.7,33.1,14.4,8.5,0.0,2.3,29.7,18-25,0.720,6.8,3-12,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,So,6-11,Alex Condon,Florida,SEC,54.3,5.9,18.7,160.7,23.5,88.2,79.7,16.2,8.3,16.7,3.6,7.7,0.8,147.1,12-13,0.923,3.4,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Sr,6-7,Kobe Stewart,Presbyterian,BSth,81.3,5.9,8.5,140.4,22.4,64.5,63.9,6.7,14.8,12.2,2.9,0.0,2.6,23.7,11-19,0.579,12.2,9-19,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,So,6-2,Dez White,Missouri St.,MVC,88.8,5.9,10.0,126.3,27.2,44.4,51.5,0.0,15.5,30.9,6.2,0.0,1.7,27.8,2-5,0.400,21.9,4-13,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sr,6-4,Denver Jones,Auburn,SEC,56.3,5.8,15.0,152.4,19.3,64.7,73.6,5.9,4.3,16.6,9.4,1.5,2.7,58.8,5-5,1.000,10.9,4-12,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,So,6-3,Jean Aranguren,Hofstra,CAA,88.9,5.8,6.8,126.6,24.1,50.0,53.8,1.8,14.6,46.1,7.1,0.0,1.7,32.0,8-16,0.500,7.7,3-9,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Jr,6-7,Devin McGlockton,Vanderbilt,SEC,59.8,5.8,15.5,151.6,26.7,72.6,73.4,24.6,28.4,5.6,5.6,13.7,0.0,48.4,21-27,0.778,3.0,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,6-10,Johni Broome,Auburn,SEC,69.8,5.8,16.3,123.1,29.5,63.2,60.5,12.7,23.1,22.2,12.5,11.9,2.2,18.4,21-27,0.778,8.1,2-11,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sr,6-3,Jasper Floyd,North Texas,Amer,81.8,5.8,5.5,129.9,24.3,58.3,64.6,3.4,7.6,35.0,16.7,0.0,1.0,61.1,6-13,0.462,5.1,3-5,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
