RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Jr,7-1,Micah Handlogten,Florida,SEC,40.5,3.5,14.7,156.7,11.8,75.0,59.9,19.6,24.3,20.1,6.1,7.1,4.3,75.0,6-8,0.750,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Jr,6-3,Jamarques Lawrence,Rhode Island,A10,84.8,3.5,-0.1,124.6,16.5,74.2,77.3,1.0,5.1,11.4,22.3,0.0,0.4,35.5,5-8,0.625,9.4,12-23,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Fr,6-3,All Wright,Valparaiso,MVC,82.5,3.5,2.5,102.1,34.1,48.5,53.8,1.7,11.3,11.7,10.5,0.0,2.2,39.7,18-42,0.429,11.6,10-26,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,So,6-10,Miles Rubin,Loyola Chicago,A10,60.5,3.4,8.6,124.3,23.1,71.8,65.3,8.8,19.4,20.9,10.6,15.7,0.0,53.8,28-39,0.718,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,So,6-3,PJ Haggerty,Memphis,Amer,87.3,3.4,1.1,109.3,26.8,43.4,48.2,3.7,14.1,20.6,9.9,0.0,1.6,28.3,20-43,0.465,5.3,2-10,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Sr,6-7,Frank Champion,Chattanooga,SC,59.4,3.4,2.7,119.4,31.6,58.3,60.3,9.4,19.4,42.6,21.6,6.0,1.6,61.1,21-36,0.583,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Sr,6-3,Enoch Cheeks,Dayton,A10,88.2,3.4,5.9,113.8,22.0,50.0,61.2,3.3,22.2,8.7,16.2,1.7,3.5,97.4,13-21,0.619,6.7,4-17,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Sr,6-1,Kam Woods,Robert Morris,Horz,95.0,3.4,0.2,116.2,25.0,54.5,55.5,4.5,20.3,28.4,15.3,0.0,0.8,30.9,21-32,0.656,8.8,6-23,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,So,6-10,Trent Pierce,Missouri,SEC,51.9,3.4,3.2,131.8,16.9,55.6,52.0,15.8,12.4,13.5,6.3,1.0,1.6,37.0,6-12,0.500,8.0,6-15,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,So,5-11,Jordan Pennick,Navy,Pat,87.6,3.4,1.5,120.4,23.0,60.2,63.0,1.3,11.6,8.5,11.7,1.4,1.0,45.3,16-31,0.516,11.1,15-33,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Sr,6-8,Andrej Jakimovski,Colorado,B12,69.2,3.4,8.5,114.3,20.5,60.5,60.5,5.1,18.7,14.0,17.8,0.0,2.1,18.4,8-15,0.533,12.0,10-23,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,So,6-3,Mason Falslev,Utah St.,MWC,74.3,3.4,5.2,107.5,25.6,51.8,53.9,4.2,19.9,21.9,19.4,0.0,4.9,15.8,16-35,0.457,9.1,9-22,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Jr,6-5,Devin Haid,Central Connecticut,NEC,72.2,3.4,5.9,124.5,25.9,58.2,63.4,3.6,21.4,15.7,11.5,0.0,3.4,30.9,23-38,0.605,7.2,6-17,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Jr,6-6,Corey Washington,Wichita St.,Amer,76.3,3.4,3.2,113.2,25.6,54.5,57.6,12.0,18.5,3.2,14.7,3.0,1.4,63.6,21-36,0.583,3.8,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Jr,6-10,KeShawn Murphy,Mississippi St.,SEC,57.9,3.4,7.5,113.5,25.5,59.1,61.4,13.6,22.4,15.2,20.7,11.6,1.0,27.3,26-42,0.619,1.0,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Sr,7-0,Emmanuel Tshimanga,New Mexico St.,CUSA,41.5,3.4,9.5,162.9,12.1,83.3,89.1,8.8,13.7,5.5,12.3,5.5,2.2,75.0,10-12,0.833,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Sr,6-5,Matt Hayman,Stephen F. Austin,Slnd,80.7,3.4,7.0,111.1,28.7,57.8,57.7,1.3,6.4,22.9,13.9,1.4,3.6,7.2,18-41,0.439,15.3,20-42,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Sr,6-7,Andersson Garcia,Texas A&M,SEC,70.6,3.4,7.9,117.4,17.0,53.4,62.0,11.0,16.9,13.8,21.6,1.0,2.5,58.6,11-22,0.500,2.9,3-7,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Sr,6-5,Dji Bailey,LSU,SEC,81.3,3.4,3.0,119.5,13.8,60.3,59.5,6.1,6.5,15.7,16.0,0.0,1.9,27.6,10-15,0.667,5.2,5-14,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Jr,6-7,Brendan Terry,Southeast Missouri S,OVC,54.7,3.4,4.7,128.6,26.2,70.2,70.9,7.2,19.6,9.6,11.9,3.5,1.0,47.6,28-41,0.683,0.5,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Fr,6-8,Brant Byers,Miami OH,MAC,45.4,3.4,10.0,148.1,19.7,72.7,75.1,1.3,14.1,11.4,3.1,1.1,1.8,48.5,9-13,0.692,12.2,10-20,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Jr,6-4,Roderick Coffee III,Florida A&M,SWAC,88.1,3.4,3.3,128.7,16.1,58.3,62.8,5.6,12.1,28.4,17.2,1.7,3.1,46.7,10-20,0.500,3.5,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Sr,6-4,Jordan Gainey,Tennessee,SEC,67.8,3.4,6.0,113.4,21.5,43.4,51.5,1.1,11.5,15.0,5.1,1.2,2.8,36.8,12-24,0.500,7.7,3-14,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,So,6-6,Devin Royal,Ohio St.,B10,73.0,3.4,0.8,110.7,21.0,53.1,62.6,6.9,14.8,5.8,21.9,0.0,1.5,46.9,11-23,0.478,4.6,4-9,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Fr,6-10,Oswin Erhunmwunse,Providence,BE,65.6,3.4,2.4,132.6,13.0,76.5,70.5,8.7,14.3,2.3,8.8,10.0,0.0,88.2,13-17,0.765,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Sr,6-10,Abou Ousmane,Oklahoma St.,B12,47.0,3.4,10.7,117.8,28.4,56.0,61.3,9.1,10.6,5.6,10.0,7.8,5.6,59.5,16-30,0.533,6.8,5-12,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,So,6-9,Dovydas Butka,Pepperdine,WCC,80.8,3.4,4.1,116.4,21.8,48.3,51.8,8.9,11.6,11.4,3.2,1.6,3.9,36.7,23-50,0.460,3.5,4-10,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Jr,6-6,Shelton Williams-Dryden,West Georgia,ASun,85.1,3.4,3.9,110.3,32.1,52.6,58.0,6.9,21.2,17.0,12.9,0.7,2.4,53.2,36-68,0.529,3.1,3-9,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Sr,6-2,Lance Terry,Georgia Tech,ACC,93.0,3.4,0.8,115.0,19.2,44.1,49.9,3.9,5.4,11.3,6.1,0.0,1.6,33.3,12-23,0.522,11.0,7-28,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Jr,6-3,Masiah Gilyard,Manhattan,MAAC,81.6,3.4,1.5,123.9,19.3,64.1,66.6,7.0,14.5,13.8,16.7,1.4,0.7,69.2,13-25,0.520,5.0,8-14,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Jr,6-7,AK Okereke,Cornell,Ivy,59.6,3.4,9.2,126.0,23.2,59.7,65.5,4.2,10.9,36.9,18.0,3.6,2.7,52.8,14-26,0.538,4.6,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Fr,6-10,Robert Miller III,LSU,SEC,46.4,3.4,7.9,136.8,16.0,70.6,73.6,8.3,25.4,14.5,16.2,3.5,2.0,58.8,9-13,0.692,2.6,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Sr,6-1,DJ Davis,Washington,B10,41.1,3.4,5.5,132.0,17.7,69.2,71.1,0.0,8.7,12.0,12.0,0.0,0.7,11.5,3-4,0.750,15.5,10-22,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Sr,6-8,Dusan Neskovic,Richmond,A10,74.0,3.4,1.6,111.6,26.2,50.8,57.7,1.6,13.5,9.5,7.9,0.0,0.8,33.9,18-39,0.462,8.3,8-20,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Sr,6-9,Toyaz Solomon,UNC Asheville,BSth,83.6,3.4,2.9,118.7,22.7,55.8,60.6,7.0,14.8,17.4,14.0,7.0,1.7,36.5,29-52,0.558,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,So,6-9,Keanu Dawes,Utah,B12,45.8,3.4,8.8,133.8,18.8,60.4,66.9,12.6,35.6,13.0,13.4,2.3,1.3,58.3,13-19,0.684,3.1,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Fr,6-6,Aidan Richard,Holy Cross,Pat,15.5,3.4,2.3,142.5,11.1,85.7,75.5,3.8,7.6,0.0,0.0,0.0,1.8,28.6,0-1,0.000,10.8,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Sr,6-8,Giancarlo Rosado,Charlotte,Amer,70.6,3.3,2.4,119.9,24.3,70.5,73.3,4.2,24.2,22.8,24.2,1.5,0.0,63.6,14-19,0.737,2.2,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Sr,6-11,Andrew Carr,Kentucky,SEC,56.8,3.3,7.3,122.5,19.7,68.1,70.0,2.0,12.4,7.2,16.9,2.1,2.4,44.4,17-23,0.739,6.2,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,So,6-6,Kaleb Glenn,Florida Atlantic,Amer,70.7,3.3,3.8,117.6,21.6,62.8,60.7,5.9,13.1,4.4,9.9,0.8,1.1,38.5,17-27,0.630,6.4,5-12,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Jr,6-7,Brandon Walker,Montana St.,BSky,40.2,3.3,9.1,112.1,37.4,59.7,56.8,6.3,19.3,27.1,7.7,3.1,1.9,64.5,17-27,0.630,3.8,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Jr,6-5,Brandon Maclin,Radford,BSth,58.2,3.3,2.8,113.4,29.4,42.6,52.9,7.2,9.8,25.6,13.9,0.0,2.1,52.9,13-24,0.542,6.8,1-10,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Sr,6-5,Zeb Jackson,VCU,A10,55.4,3.3,7.4,132.3,19.2,46.0,52.1,7.0,17.0,25.9,7.5,0.0,3.6,24.0,4-12,0.333,9.4,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Sr,6-4,Jordan Jefferson,Little Rock,OVC,85.0,3.3,2.7,119.7,20.7,60.0,64.0,0.8,8.1,8.6,15.6,0.9,4.1,48.9,18-31,0.581,5.7,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Jr,6-9,Maliq Brown,Duke,ACC,13.0,3.3,13.5,183.4,10.0,125.0,125.0,9.9,8.3,24.1,22.7,0.0,0.0,0.0,1-1,1.000,2.3,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Sr,6-9,Even Brauns,Iowa,B10,38.0,3.3,6.5,152.2,14.2,93.3,91.5,4.5,10.2,2.8,16.8,4.5,0.8,73.3,14-15,0.933,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Fr,6-5,Qadir Martin,Mercyhurst,NEC,37.1,3.3,2.9,162.5,10.2,80.0,80.0,3.1,23.2,5.0,0.0,11.5,1.4,0.0,8-10,0.800,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Sr,6-9,Nick Spinoso,Penn,Ivy,63.4,3.3,5.2,116.1,29.1,63.2,64.0,7.6,24.8,22.8,17.9,4.4,0.7,26.5,40-63,0.635,1.9,2-5,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Sr,6-6,Nico Galette,Youngstown St.,Horz,90.6,3.3,2.0,118.9,19.7,51.2,58.1,5.6,19.3,17.0,14.2,2.3,1.6,31.0,14-27,0.519,6.0,5-15,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Jr,6-7,Tom House,Furman,SC,56.2,3.3,9.4,144.7,16.4,75.0,72.9,5.3,14.5,24.6,6.3,0.0,0.5,30.0,6-12,0.500,9.3,11-18,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Fr,6-8,Blake Harper,Howard,MEAC,91.8,3.3,0.3,112.6,29.9,51.4,59.8,3.1,12.8,21.8,16.2,0.0,1.2,74.6,26-53,0.491,5.4,7-18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,So,6-7,Camden Heide,Purdue,B10,43.7,3.3,7.1,148.9,10.1,77.3,77.3,6.8,22.9,8.0,9.1,1.8,0.9,0.0,1-2,0.500,8.3,5-9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,So,6-6,Myles Rigsby,Troy,SB,80.4,3.3,2.9,119.6,22.2,47.7,60.1,5.1,12.8,9.1,14.7,1.4,3.3,100.0,15-29,0.517,5.4,4-15,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Jr,6-6,Adou Thiero,Arkansas,SEC,43.2,3.3,5.6,105.6,23.3,46.4,50.6,5.6,10.5,21.0,8.3,1.2,2.6,64.3,10-22,0.455,3.8,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Fr,6-9,Jayden Quaintance,Arizona St.,B12,19.8,3.3,10.2,113.3,23.8,69.2,69.2,9.1,17.6,24.8,24.4,3.0,2.9,0.0,6-9,0.667,5.8,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,So,6-4,Eren Banks,Georgia Southern,SB,79.8,3.3,3.0,130.0,14.7,63.5,63.9,3.9,11.2,15.2,12.6,1.3,2.6,29.7,13-21,0.619,6.0,7-16,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Fr,6-6,Jelani Hamilton,Georgia St.,SB,77.7,3.3,1.5,121.6,21.2,51.9,55.2,3.6,9.2,10.2,7.6,0.0,2.0,33.3,13-26,0.500,11.2,10-28,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Jr,6-5,Sam Alamutu,Vermont,AE,76.9,3.3,4.8,130.4,17.8,62.1,61.9,12.8,24.0,19.6,13.8,3.1,1.7,21.2,19-31,0.613,0.8,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,So,5-11,Johnny Kinziger,Illinois St.,MVC,89.8,3.3,-0.3,114.2,21.8,50.0,56.3,0.9,19.4,7.9,7.7,0.0,1.7,35.3,12-22,0.545,12.1,9-29,0.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Fr,6-5,Jadis Jones,Lindenwood,OVC,87.0,3.3,1.4,120.3,20.8,61.3,61.2,7.3,8.9,4.7,10.1,1.1,2.4,41.9,38-62,0.613,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Sr,6-11,Jamille Reynolds,South Florida,Amer,75.4,3.3,3.3,114.7,24.8,59.1,60.0,7.2,26.5,8.0,11.8,5.8,0.5,56.8,26-42,0.619,1.0,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Sr,6-4,Dylan Addae-Wusu,Seton Hall,BE,71.3,3.3,8.0,105.3,26.2,50.0,54.3,1.6,12.5,32.7,14.6,1.9,4.2,52.1,12-23,0.522,10.6,8-25,0.320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,So,6-8,Thomas Dowd,Troy,SB,71.3,3.3,3.3,129.3,18.4,52.3,57.6,11.5,19.7,4.5,6.7,1.5,2.1,48.8,9-14,0.643,11.9,9-29,0.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Sr,6-5,K'mani Doughty,Indiana St.,MVC,59.6,3.3,4.1,139.3,15.0,73.8,78.1,6.0,2.4,10.0,15.9,1.2,3.0,33.3,5-6,0.833,9.0,7-15,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Sr,6-7,Zack Austin,Pittsburgh,ACC,96.3,3.3,4.5,122.6,13.6,57.7,61.1,5.8,12.4,7.0,13.9,5.2,2.2,28.2,9-16,0.563,7.3,9-23,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Jr,6-9,Tyler Bilodeau,UCLA,B10,62.6,3.3,2.8,111.3,25.7,51.5,57.2,7.5,14.5,15.9,17.7,0.0,0.6,51.5,14-29,0.483,2.6,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Sr,6-4,Curtis Jones,Iowa St.,B12,52.0,3.3,2.2,106.2,27.7,40.3,52.7,5.3,14.8,18.4,16.1,0.0,0.6,77.8,7-19,0.368,9.5,5-17,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Sr,6-0,Joe Anderson,Lipscomb,ASun,88.9,3.3,4.3,120.1,20.9,58.2,60.7,0.0,6.6,21.8,11.8,0.6,4.2,16.4,11-19,0.579,12.7,14-36,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Fr,6-5,"Paul McNeil, Jr.",N.C. State,ACC,38.9,3.3,9.3,136.8,24.0,66.7,67.6,12.6,3.3,16.4,6.3,0.0,1.5,33.3,11-15,0.733,11.4,6-15,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Sr,6-5,D'Marco Dunn,Penn St.,B10,64.6,3.3,3.2,119.2,18.6,70.3,72.6,2.1,12.6,6.4,19.2,0.0,0.9,32.4,14-20,0.700,7.6,8-17,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,So,6-8,Jaylen Carey,Vanderbilt,SEC,51.8,3.2,2.6,115.6,24.6,60.3,62.7,17.6,15.5,8.1,20.4,2.4,1.7,41.2,19-31,0.613,1.7,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Sr,6-3,Jalin Anderson,Incarnate Word,Slnd,59.6,3.2,3.3,106.7,30.4,51.0,53.4,3.1,9.7,40.2,22.9,0.8,1.6,22.0,9-30,0.300,10.8,11-20,0.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Jr,6-1,Sean Newman Jr.,Louisiana Tech,CUSA,53.5,3.2,-0.1,110.4,27.1,46.2,57.4,1.6,8.8,32.6,21.0,0.0,1.4,57.7,3-13,0.231,9.3,6-13,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Jr,6-8,Kimani Hamilton,High Point,BSth,39.7,3.2,11.1,139.4,29.0,69.1,72.3,9.5,11.3,9.8,9.0,3.5,1.8,20.6,16-27,0.593,6.1,5-7,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Jr,6-2,Riley Parker,Saint Francis,NEC,82.5,3.2,1.5,116.6,25.7,62.0,64.2,0.8,14.9,19.8,20.0,0.0,2.6,20.4,20-29,0.690,10.7,9-25,0.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Sr,6-7,Lamin Sabally,Incarnate Word,Slnd,38.6,3.2,6.6,147.7,14.6,85.7,83.1,7.9,22.4,21.1,17.1,1.3,0.8,42.9,12-13,0.923,0.8,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Sr,6-1,Shereef Mitchell,Ohio,MAC,79.5,3.2,5.4,114.1,24.0,52.3,54.8,2.2,11.2,17.7,6.0,1.3,5.0,23.1,19-43,0.442,7.9,10-22,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
