RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Fr,6-2,Blake Fleming,Tennessee St.,OVC,1.0,0.3,2.1,105.8,46.4,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-1,1.000,34.8,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,So,6-0,Jordan Malmlov,Nevada,MWC,1.1,-0.1,-17.1,61.5,37.0,0.0,0.0,0.0,0.0,81.1,0.0,0.0,0.0,0.0,0-0,0.000,34.8,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Jr,6-10,Cade Pendleton,UC San Diego,BW,12.1,1.5,15.6,147.6,24.7,75.0,75.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0-0,0.000,34.0,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,So,6-0,Nick Del Bosque,San Diego,WCC,1.1,0.1,-14.1,119.2,20.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0-0,0.000,32.1,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Jr,6-0,Keionte Cornelius,Alcorn St.,SWAC,24.5,1.5,6.8,112.6,32.0,62.0,61.7,0.0,2.9,6.9,14.3,0.0,0.0,8.0,2-5,0.400,30.5,9-20,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Fr,6-6,Dutch Dowdell,Harvard,Ivy,3.3,0.5,45.3,126.4,43.4,50.0,50.0,26.5,0.0,63.8,0.0,0.0,15.0,0.0,0-1,0.000,30.4,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sr,6-0,Braydon Whitaker,Troy,SB,5.2,0.3,0.4,112.2,25.3,75.0,75.0,0.0,15.3,0.0,30.0,0.0,0.0,0.0,0-0,0.000,30.3,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sr,6-8,Connor Serven,Virginia Tech,ACC,1.8,-0.1,-16.5,65.3,28.1,0.0,0.0,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0-0,0.000,29.1,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Jr,6-1,Cooper Jones,Old Dominion,SB,2.7,1.1,56.1,300.0,6.6,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-0,0.000,29.0,2-2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Fr,5-8,Terrell Gaines,Austin Peay,ASun,4.1,0.6,6.2,145.4,23.7,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-1,0.000,28.4,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Jr,6-2,Jack Hoth,Oakland,Horz,3.4,-0.1,-17.3,74.3,29.2,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-1,1.000,28.3,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sr,6-4,Ryan Sutliff,Boston University,Pat,1.4,0.0,-6.5,88.3,20.0,33.3,33.3,55.7,0.0,0.0,0.0,0.0,0.0,0.0,1-2,0.500,28.0,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Fr,6-4,Chidube Ekwommadu,Fairleigh Dickinson,NEC,8.1,0.9,15.5,143.5,29.1,85.7,85.7,0.0,0.0,50.2,15.9,0.0,0.0,0.0,0-1,0.000,27.7,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,So,6-8,Kadyn Betts,Minnesota,B10,5.8,1.1,30.6,178.4,17.3,100.0,100.0,18.8,17.9,0.0,0.0,0.0,0.0,0.0,0-0,0.000,27.4,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Fr,6-3,Mikey Lewis,Saint Mary's,WCC,36.3,1.3,7.7,97.7,30.3,50.0,50.0,2.2,5.9,4.2,7.3,0.0,1.1,0.0,2-10,0.200,26.6,10-24,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sr,6-6,Gabe Madsen,Utah,B12,71.9,3.0,1.3,99.3,28.5,53.4,54.2,0.0,6.5,12.4,16.4,1.1,1.1,10.2,6-12,0.500,24.4,17-47,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Fr,6-3,Terrence Hill Jr.,VCU,A10,11.9,1.0,5.9,115.6,33.3,88.9,90.5,0.0,12.7,11.9,39.8,0.0,0.0,22.2,2-2,1.000,23.1,4-7,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Sr,6-2,Chris Ashby,Queens,ASun,73.8,3.4,4.6,125.5,24.3,62.1,64.5,0.0,9.6,1.7,2.0,0.0,2.0,17.2,6-11,0.545,23.0,20-47,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Fr,6-5,Lefteris Liotopoulos,St. John's,BE,1.6,0.3,37.5,144.2,27.6,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-1,0.000,23.0,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Jr,6-5,Tyler Mack,Alabama St.,SWAC,4.8,-0.1,-9.4,80.3,23.2,37.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-1,0.000,22.7,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,So,5-11,Jordon Nevill,Queens,ASun,1.6,1.0,41.0,284.9,27.6,150.0,150.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0-0,0.000,22.6,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sr,6-8,Noah Collier,William & Mary,CAA,3.2,2.9,63.1,248.8,20.0,125.0,125.0,21.9,25.5,0.0,0.0,0.0,0.0,0.0,2-2,1.000,22.6,2-2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sr,6-7,Christopher Mantis,Maine,AE,51.8,1.3,8.4,113.6,20.4,69.6,69.6,2.1,17.1,7.5,15.0,2.1,4.1,0.0,1-1,1.000,22.5,10-22,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Fr,6-4,Will Moore,Marshall,SB,8.6,-0.5,-14.1,65.2,20.3,37.5,37.5,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0-0,0.000,22.2,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Jr,5-11,Dylan Williams,Penn,Ivy,13.8,-0.7,-14.2,53.8,21.0,25.0,25.0,0.0,7.3,11.2,17.6,0.0,0.0,0.0,0-0,0.000,22.1,1-6,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Jr,6-3,Bowen Hardman,Akron,MAC,30.1,2.3,6.7,162.5,13.7,85.7,85.7,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0-0,0.000,22.0,8-14,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Fr,6-4,Roberts Blums,Davidson,A10,5.6,0.2,-17.5,82.0,44.7,33.3,33.3,28.1,0.0,28.5,16.5,0.0,0.0,0.0,2-3,0.667,22.0,0-3,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,So,6-4,David Wilkerson,Youngstown St.,Horz,8.4,0.2,-7.9,90.1,41.0,45.0,47.7,0.0,16.1,16.5,21.2,0.0,4.3,10.0,3-5,0.600,21.7,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Sr,6-0,Daniel Ortiz,North Alabama,ASun,77.2,0.8,-5.1,104.9,20.7,43.1,42.7,2.5,6.2,4.0,2.3,0.0,2.4,10.3,7-13,0.538,21.7,12-45,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Jr,6-3,Eric Parnell,Hofstra,CAA,12.9,0.6,1.2,107.6,23.6,44.4,44.4,0.0,34.4,34.4,0.0,0.0,3.1,0.0,1-2,0.500,21.6,2-7,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jr,6-6,Mykol Sanchez-Vega,Texas A&M Commerce,Slnd,14.6,0.3,-6.1,99.6,18.3,56.3,56.3,0.0,4.9,10.3,14.6,0.0,0.0,0.0,0-0,0.000,21.5,3-8,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Sr,6-4,Tyson Acuff,Rutgers,B10,26.9,1.6,6.9,125.5,17.8,72.2,72.2,0.0,10.3,0.0,14.7,0.0,0.0,0.0,1-2,0.500,21.0,8-16,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Sr,6-8,Jacob Crews,Missouri,SEC,33.6,3.4,17.7,143.9,22.2,71.7,71.0,7.2,10.2,12.9,5.0,2.2,2.2,8.7,3-4,0.750,20.9,9-19,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Fr,6-6,Julen Iturbe,American,Pat,13.2,0.6,-1.9,111.2,26.5,50.0,50.2,12.2,18.0,0.0,0.0,0.0,0.0,20.0,2-3,0.667,20.8,2-7,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Jr,6-1,Coleton Benson,Texas St.,SB,32.4,0.1,-8.4,92.5,20.2,42.5,42.5,2.4,9.2,13.2,11.4,0.0,1.2,0.0,1-2,0.500,20.7,5-18,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,So,6-6,Niklas Polonowski,Penn,Ivy,39.4,1.2,-1.2,109.8,20.3,57.5,57.5,2.1,7.7,5.2,6.3,0.0,0.0,0.0,4-4,1.000,20.6,5-16,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sr,6-4,AJ Burgin,Idaho St.,BSky,43.2,2.3,6.1,136.2,18.9,57.1,57.1,6.2,14.7,12.3,0.0,0.0,1.8,0.0,1-5,0.200,20.5,10-23,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sr,6-2,Yusef Salih,Texas A&M Commerce,Slnd,36.3,0.0,-1.9,82.5,27.2,45.7,47.1,0.0,6.0,20.4,23.9,0.0,4.3,13.0,0-4,0.000,20.5,7-19,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sr,6-9,Theo Seng,Troy,SB,15.4,0.8,-6.2,118.2,17.9,40.0,40.0,0.0,10.3,23.7,0.0,0.0,0.0,0.0,1-2,0.500,20.4,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Jr,6-0,Adante’ Holiman,Georgia Southern,SB,80.1,5.6,9.6,139.5,23.1,65.7,67.6,1.8,5.3,18.5,7.8,0.0,3.2,25.9,4-9,0.444,20.4,21-45,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Jr,6-3,Jarren Cook,UT Arlington,WAC,7.2,1.9,12.7,174.5,19.8,75.0,75.0,0.0,8.7,59.1,0.0,0.0,0.0,0.0,0-0,0.000,20.2,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Fr,6-6,Horace Simmons,Drexel,CAA,5.5,0.6,-1.6,104.4,24.4,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1-2,0.500,20.2,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sr,6-7,Beau Becker,Air Force,MWC,13.2,-0.9,-15.9,47.3,22.9,0.0,15.2,0.0,12.0,20.0,0.0,0.0,0.0,50.0,0-1,0.000,20.1,0-7,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,So,6-4,Jackson Holt,Eastern Kentucky,ASun,33.3,1.3,2.1,124.4,21.4,61.4,62.3,2.4,2.2,9.2,10.4,0.0,2.2,4.5,0-4,0.000,20.0,9-18,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Fr,6-7,Sam Springer,Air Force,MWC,7.6,0.1,-3.3,83.1,33.3,0.0,31.8,18.3,0.0,0.0,0.0,8.8,0.0,120.0,0-1,0.000,20.0,0-4,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,So,6-6,Robert Davis Jr.,Old Dominion,SB,90.2,0.0,-6.8,91.6,23.0,44.1,46.4,0.0,3.6,4.6,20.7,0.8,1.3,8.5,5-13,0.385,19.9,14-46,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Jr,6-6,Damarion Bonds,Central Michigan,MAC,15.3,2.1,19.3,141.9,19.7,94.4,94.4,5.7,10.9,8.9,24.9,5.1,2.4,0.0,1-1,1.000,19.6,5-8,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,So,6-8,Dylan Saunders,New Hampshire,AE,18.2,1.0,-2.7,145.9,14.8,64.3,64.3,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0-0,0.000,19.5,3-7,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,So,6-5,Nazar Mahmoud,UTSA,Amer,3.9,-1.9,-6.8,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0-0,0.000,19.5,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,So,6-3,Win Miller,Belmont,MVC,3.8,-0.6,-13.2,0.0,14.4,0.0,0.0,0.0,22.6,0.0,0.0,0.0,9.9,0.0,0-0,0.000,19.5,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sr,6-2,Jaden Wells,UT Arlington,WAC,15.0,2.9,9.9,136.8,17.7,83.3,83.3,0.0,0.0,10.1,13.7,4.0,2.4,0.0,0-1,0.000,19.4,5-8,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Jr,6-3,Sami Pissis,New Hampshire,AE,74.0,1.8,-6.7,94.9,37.4,37.3,42.8,2.7,7.3,16.2,9.2,0.0,2.7,45.1,10-23,0.435,19.2,6-28,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,So,6-2,Adrian Uchidiuno,Brown,Ivy,12.8,-0.1,-4.0,80.7,27.9,50.0,50.0,0.0,20.2,0.0,13.7,0.0,0.0,0.0,1-3,0.333,19.2,2-5,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sr,6-8,Jabri Abdur-Rahim,Providence,BE,20.6,13.6,28.6,184.9,16.5,108.3,108.2,3.7,20.2,13.2,10.5,0.0,0.0,8.3,1-1,1.000,19.1,8-11,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Jr,6-5,Donovan Atwell,UNC Greensboro,SC,78.8,1.7,-3.8,109.7,21.6,49.0,52.0,1.9,14.3,4.5,9.1,0.0,1.0,11.8,7-12,0.583,19.1,12-39,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Jr,6-4,Jaquan Sanders,Hofstra,CAA,22.9,-1.5,-17.7,46.6,18.1,20.8,20.8,0.0,3.9,5.3,9.6,0.0,0.0,0.0,1-1,1.000,19.1,1-11,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Jr,6-4,Martin Kawa,Marist,MAAC,16.8,-0.2,-8.6,77.4,26.2,31.8,31.8,0.0,16.5,10.6,0.0,0.0,3.2,0.0,2-5,0.400,19.1,1-6,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,So,6-6,Kam Craft,Miami OH,MAC,57.7,2.7,2.7,114.7,28.1,60.8,63.0,2.4,4.7,5.5,13.1,0.0,0.0,15.7,10-20,0.500,19.0,14-31,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Jr,6-5,Tyler Lundblade,Belmont,MVC,87.6,5.5,4.4,142.3,15.9,80.0,79.5,0.9,6.8,2.6,5.3,0.0,0.8,4.0,1-5,0.200,19.0,26-45,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Fr,6-3,Pasha Goodarzi,San Jose St.,MWC,12.3,-0.6,-8.5,66.2,17.8,33.3,33.3,0.0,8.7,0.0,13.3,0.0,0.0,0.0,0-1,0.000,18.9,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sr,6-0,Breon Pass,N.C. State,ACC,16.3,0.3,-7.3,84.9,28.6,45.5,50.2,0.0,0.0,9.1,24.6,0.0,0.0,18.2,2-3,0.667,18.7,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Jr,6-3,John Christofilis,Seattle,WAC,45.5,1.2,-3.0,100.4,26.4,46.3,50.2,2.2,20.4,4.2,8.3,2.6,1.1,14.8,5-10,0.500,18.7,5-17,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sr,6-3,DQ Cole,Oakland,Horz,64.7,1.9,2.3,111.3,24.2,50.0,51.7,1.6,19.3,36.8,18.5,1.7,2.2,6.7,3-5,0.600,18.6,8-25,0.320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,6-0,Joseph Yesufu,West Virginia,B12,55.9,3.3,5.4,117.9,22.4,62.2,62.0,3.0,8.1,0.0,0.0,0.0,0.0,4.9,9-15,0.600,18.5,11-26,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
