RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Sr,6-8,Payton Sandfort,Iowa,B10,94.2,3.4,0.8,97.3,25.4,45.9,49.7,2.8,13.5,13.3,15.4,0.9,1.0,14.3,6-20,0.300,14.2,11-29,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Sr,6-6,Aniwaniwa Tait-Jones,UC San Diego,BW,78.1,3.4,5.1,117.3,26.0,47.1,59.8,6.9,21.7,20.5,17.7,0.0,2.8,100.0,8-15,0.533,1.8,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Sr,6-11,Hayden Curtiss,Portland St.,BSky,50.7,3.4,8.1,142.5,16.8,61.5,59.4,14.5,13.1,14.0,0.0,5.6,0.0,7.7,2-5,0.400,12.2,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Jr,6-5,Joseph Pinion,Arkansas St.,SB,51.6,3.4,14.0,134.8,20.8,67.2,70.7,5.1,14.4,9.7,12.6,8.1,2.6,31.3,5-7,0.714,16.4,11-25,0.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Sr,6-9,Graham Ike,Gonzaga,WCC,55.4,3.4,7.4,108.4,33.4,55.3,58.3,2.3,23.4,22.6,15.2,0.0,0.0,84.2,9-17,0.529,2.5,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Jr,6-7,Josiah Harris,Akron,MAC,71.8,3.4,5.0,145.0,10.8,30.0,50.7,5.4,23.2,5.7,0.0,0.0,4.1,80.0,0-2,0.000,6.2,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Fr,6-2,Solomon Callaghan,Wright St.,Horz,54.2,3.4,5.4,152.4,13.2,67.9,72.3,0.0,6.2,13.5,0.0,0.0,1.8,28.6,2-4,0.500,9.0,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Sr,6-0,Jaquan Carlos,Syracuse,ACC,93.4,3.4,1.8,115.4,17.5,51.9,60.7,0.9,2.2,30.3,21.8,0.7,1.9,59.3,11-21,0.524,2.3,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,So,6-8,Karson Templin,Utah St.,MWC,46.5,3.4,11.7,148.1,18.4,70.6,72.7,8.0,18.3,3.4,5.6,5.1,3.2,70.6,9-14,0.643,3.1,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,So,6-4,Khaden Bennett,Quinnipiac,MAAC,83.4,3.4,-0.6,124.5,21.8,58.6,63.9,1.2,7.7,11.7,13.7,0.0,2.4,34.3,13-20,0.650,8.9,5-15,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Sr,6-9,Patrick McCaffery,Butler,BE,84.3,3.4,5.2,112.7,19.3,51.1,54.3,2.7,15.7,9.7,4.8,1.6,0.9,22.2,5-19,0.263,12.1,12-26,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Sr,6-5,Jordan Chatman,Florida A&M,SWAC,81.0,3.4,4.9,146.3,8.9,62.5,67.8,0.0,16.1,12.6,0.0,0.0,5.1,100.0,1-1,1.000,5.2,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,So,6-7,Jaylin Stewart,Connecticut,BE,42.7,3.4,7.8,153.0,12.2,75.0,73.9,5.2,11.6,3.8,0.0,2.1,1.2,60.0,3-6,0.500,4.9,3-4,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,So,7-0,Jazz Gardner,Pacific,WCC,59.9,3.4,4.4,131.3,16.7,67.5,63.5,13.9,13.0,0.0,4.9,0.0,1.7,30.0,12-18,0.667,1.6,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,So,7-1,Tomislav Ivisic,Illinois,B10,76.8,3.4,7.6,113.8,16.7,41.1,45.4,11.7,26.0,14.5,3.6,3.2,0.0,21.4,7-16,0.438,7.3,3-12,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Sr,6-7,Garry Clark,Texas A&M Corpus Chr,Slnd,65.1,3.4,4.5,117.3,25.4,65.4,64.1,12.5,17.7,16.7,15.2,1.5,1.6,42.3,17-24,0.708,1.5,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Jr,6-10,Andrew Holifield,Lamar,Slnd,69.9,3.4,11.6,119.5,24.5,59.7,61.4,12.2,20.1,10.2,17.9,10.0,3.6,16.1,11-18,0.611,9.5,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,So,6-3,Myles Rice,Indiana,B10,69.3,3.3,6.9,119.8,21.4,72.2,72.9,3.6,10.1,16.2,23.8,0.0,2.6,22.2,20-27,0.741,4.6,4-9,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Sr,6-5,Dji Bailey,LSU,SEC,82.6,3.3,4.9,124.1,15.0,59.1,62.0,4.8,8.7,14.5,15.2,0.0,3.4,36.4,7-12,0.583,5.7,4-10,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Sr,6-0,Trey Bonham,Chattanooga,SC,73.1,3.3,3.2,119.5,20.9,75.0,75.4,0.0,17.7,10.5,19.9,0.0,1.0,22.2,6-10,0.600,8.3,5-8,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Sr,6-1,Deivon Smith,St. John's,BE,48.3,3.3,11.9,132.4,19.8,59.4,59.4,7.4,25.6,22.9,13.6,0.0,4.0,0.0,5-10,0.500,8.1,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Sr,6-7,Jahmyl Telfort,Butler,BE,84.1,3.3,0.6,104.0,26.0,46.3,53.4,8.2,10.5,23.5,17.9,0.0,0.0,53.7,13-29,0.448,5.6,4-12,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Sr,6-4,Joe Bamisile,VCU,A10,59.8,3.3,12.5,106.1,40.7,47.9,50.3,19.4,21.5,22.7,16.4,5.1,2.5,25.5,12-26,0.462,17.5,7-21,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Jr,6-6,Jayden Brewer,FIU,CUSA,74.5,3.3,8.5,117.4,28.8,50.0,56.6,5.8,27.2,20.4,13.2,1.6,5.6,44.4,12-21,0.571,5.7,1-6,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Sr,6-6,Paul Zilinskas,IU Indy,Horz,85.1,3.3,-0.9,116.6,23.8,60.2,64.5,2.0,9.8,6.5,15.0,1.0,0.9,32.7,7-19,0.368,13.4,15-30,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Sr,6-6,Josh Odunowo,UMBC,AE,79.1,3.3,3.1,108.6,26.6,52.2,60.0,5.7,10.2,15.5,15.3,2.5,3.3,56.5,12-22,0.545,0.8,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Jr,6-10,Tarris Reed Jr.,Connecticut,BE,56.3,3.3,5.8,121.6,21.0,60.9,61.6,7.8,21.1,6.9,8.8,7.9,0.0,34.8,14-23,0.609,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Jr,6-6,AJ Smith,James Madison,SB,63.5,3.3,5.9,121.4,21.9,53.3,61.2,14.1,15.2,0.0,11.1,2.2,3.6,53.3,5-10,0.500,6.1,2-5,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Sr,6-7,Carson Towt,Northern Arizona,BSky,86.7,3.3,7.6,123.4,20.9,66.7,58.7,12.5,41.4,21.7,10.2,4.2,2.7,46.7,20-30,0.667,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Sr,6-6,Cameron Shockley-Okeke,Howard,MEAC,51.6,3.3,0.2,142.2,13.2,85.0,83.2,0.0,5.7,4.9,10.5,0.0,0.0,30.0,4-6,0.667,5.6,3-4,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,So,6-7,Camden Heide,Purdue,B10,61.3,3.3,8.6,130.7,11.4,62.5,67.0,1.8,16.0,0.0,6.9,3.4,3.2,25.0,7-8,0.875,6.3,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,So,6-6,Babacar Diallo,UMKC,Sum,63.5,3.3,4.4,140.5,15.9,61.1,65.7,2.5,17.2,39.1,15.3,0.0,4.2,38.9,11-16,0.688,1.2,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Fr,6-4,Ian Jackson,North Carolina,ACC,65.1,3.3,9.5,120.4,20.0,52.7,54.6,1.3,15.4,9.5,3.3,0.0,2.6,13.5,12-25,0.480,7.9,5-12,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,So,6-3,Latrell Davis,San Jose St.,MWC,75.4,3.3,-1.3,122.7,16.9,60.7,63.9,1.8,10.6,5.0,9.9,0.0,0.8,107.1,7-10,0.700,3.3,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Fr,6-5,Adrian Wooley,Kennesaw St.,CUSA,99.0,3.3,4.7,106.4,32.1,64.7,63.0,2.7,2.3,23.9,21.0,0.0,2.7,64.7,5-9,0.556,10.8,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Jr,6-7,Alex Crawford,Fresno St.,MWC,65.5,3.3,7.2,128.9,15.2,66.0,70.0,4.3,5.1,9.2,13.2,2.9,4.1,48.0,15-22,0.682,1.5,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Sr,6-3,Juan Reyna III,Jackson St.,SWAC,60.4,3.3,7.2,120.3,20.7,50.0,57.5,0.0,8.6,24.6,7.4,0.0,2.3,52.2,1-4,0.250,14.6,7-19,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Jr,6-10,Duke Brennan,Grand Canyon,WAC,73.5,3.3,-2.1,132.5,11.6,60.0,63.0,11.0,10.1,3.4,8.2,0.0,0.9,40.0,6-10,0.600,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Sr,6-1,Sebastian Thomas,Rhode Island,A10,85.9,3.3,6.6,105.4,28.1,51.1,56.9,2.7,8.0,25.5,23.3,0.9,4.0,34.8,13-27,0.481,9.6,7-19,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Jr,5-11,Arturo Dean,Oklahoma St.,B12,54.7,3.3,10.3,129.1,19.9,61.1,67.3,1.9,3.5,26.3,17.4,0.0,6.9,50.0,8-15,0.533,2.6,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Sr,6-3,Nathan Johnson Jr.,Lindenwood,OVC,51.5,3.3,3.8,159.6,10.9,72.2,75.4,5.4,20.9,0.0,0.0,0.0,2.9,22.2,2-3,0.667,8.7,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Sr,6-2,Marcus Williams,San Francisco,WCC,71.1,3.3,4.7,130.0,18.5,62.5,63.1,2.2,11.5,24.9,16.4,0.0,3.1,18.8,4-9,0.444,7.1,4-7,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Sr,6-1,Don McHenry,Western Kentucky,CUSA,78.1,3.3,8.7,106.5,30.4,52.9,56.0,1.1,7.9,16.7,12.9,0.0,5.0,25.5,15-31,0.484,11.2,8-20,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Sr,6-7,RJ Melendez,Mississippi St.,SEC,61.4,3.3,7.8,129.7,19.3,66.0,66.0,3.4,13.1,7.7,12.5,0.0,3.2,32.0,9-13,0.692,9.6,5-12,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Jr,6-11,Ben Gold,Marquette,BE,67.2,3.3,3.8,125.6,14.0,68.8,67.8,8.1,9.2,10.9,21.6,1.3,0.0,12.5,2-2,1.000,10.5,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Jr,6-4,Achile Spadone,Bucknell,Pat,87.8,3.3,7.0,114.7,19.6,61.1,68.1,7.0,4.6,4.0,20.9,3.0,2.5,55.6,5-7,0.714,9.0,4-11,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Sr,6-7,Chibuzo Agbo,USC,B10,75.9,3.3,2.8,111.9,21.2,44.4,57.1,4.9,10.5,3.1,13.6,0.0,1.0,55.6,2-5,0.400,12.5,4-13,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Jr,6-8,Youri Fritz,Northeastern,CAA,45.4,3.2,6.5,172.2,8.8,100.0,84.7,20.4,9.2,0.0,0.0,0.0,5.9,100.0,4-4,1.000,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Jr,6-6,Kooper Jacobi,Eastern Illinois,OVC,88.5,3.2,6.6,118.7,20.0,50.0,51.8,6.3,22.6,9.6,4.0,0.0,3.2,13.8,7-18,0.389,8.7,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Sr,6-5,Derrick Tezeno,Southern,SWAC,64.3,3.2,2.4,135.4,16.0,66.7,71.9,7.4,10.7,0.0,14.8,6.2,0.0,33.3,4-6,0.667,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Sr,6-4,Max Klesmit,Wisconsin,B10,82.8,3.2,2.9,108.3,20.9,44.2,51.4,1.7,5.4,14.5,10.5,0.0,0.9,46.5,4-12,0.333,13.6,10-31,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Sr,6-5,Jadrian Tracey,Oregon,B10,55.8,3.2,7.4,138.4,10.7,61.1,60.3,0.0,14.2,14.1,0.0,2.2,4.0,22.2,4-5,0.800,5.5,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,So,6-5,Jaden Schutt,Virginia Tech,ACC,78.0,3.2,6.6,127.3,15.0,60.3,60.3,0.0,15.4,15.6,12.3,1.3,0.6,0.0,1-1,1.000,17.3,11-28,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Jr,6-5,Nick Anderson,Prairie View A&M,SWAC,85.3,3.2,-4.1,104.8,27.5,51.2,57.6,1.2,16.0,14.8,16.2,1.2,1.1,39.0,18-27,0.667,7.8,2-14,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Sr,6-7,Nick Ellington,Murray St.,MVC,60.2,3.2,7.7,123.5,21.5,65.0,60.6,12.1,14.3,12.9,7.3,2.7,3.2,85.0,13-20,0.650,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Sr,6-2,Marcus Banks,UMBC,AE,75.5,3.2,5.0,108.1,27.4,56.5,58.6,0.0,12.2,21.2,9.4,0.0,2.6,9.7,7-13,0.538,15.4,7-18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Sr,6-4,Erik Timko,Delaware,CAA,82.8,3.2,-1.2,126.5,16.5,65.6,69.0,3.8,11.4,13.9,15.3,0.0,0.0,37.5,3-6,0.500,8.4,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Sr,6-2,Lu'cye Patterson,Minnesota,B10,72.6,3.2,-1.4,116.0,18.5,40.4,48.7,0.0,11.1,22.1,3.8,0.0,2.1,30.8,6-14,0.429,8.4,3-12,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,So,6-4,Josh Scovens,Army,Pat,84.1,3.2,1.2,117.5,24.1,52.3,58.0,7.0,11.0,7.1,10.6,2.1,2.0,40.9,20-34,0.588,5.1,2-10,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Sr,6-10,David Skogman,DePaul,BE,53.5,3.2,12.4,130.6,18.3,64.6,64.6,8.7,25.6,16.8,4.8,0.0,0.9,0.0,5-10,0.500,12.2,7-14,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,So,6-7,Braden Appelhans,New Mexico,MWC,40.8,3.2,10.3,156.3,13.0,70.8,70.8,0.0,7.7,11.3,0.0,3.7,0.0,0.0,1-2,0.500,16.3,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Jr,6-3,Dawson Baker,BYU,B12,60.4,3.2,8.2,120.6,24.9,62.1,63.4,6.2,15.4,8.3,16.7,0.0,1.7,24.1,9-17,0.529,10.0,6-12,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Sr,6-9,Nelly Joseph,New Mexico,MWC,84.8,3.2,4.9,109.3,22.8,42.9,48.2,10.6,33.2,10.8,10.3,3.6,4.0,39.3,12-27,0.444,0.8,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Fr,6-8,Will Sydnor,Manhattan,MAAC,74.9,3.2,6.5,115.6,23.1,66.7,66.1,1.8,16.2,15.0,21.0,7.9,2.0,8.3,7-12,0.583,11.7,6-12,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Jr,6-7,Matthew Mors,South Dakota St.,Sum,80.3,3.2,5.0,125.6,15.6,59.1,61.9,3.4,14.8,13.8,12.0,1.2,1.9,21.2,9-15,0.600,8.4,7-18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Jr,6-9,Tyler Bilodeau,UCLA,B10,81.2,3.2,8.2,109.1,20.7,52.9,54.3,2.3,20.5,11.2,8.9,2.6,1.9,17.6,15-27,0.556,4.3,2-7,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Jr,6-9,Brenen Lorient,North Texas,Amer,74.0,3.2,11.4,108.4,31.0,68.2,69.8,4.5,20.0,11.7,25.4,13.5,3.9,63.6,6-10,0.600,2.0,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Fr,6-2,Je'Shawn Stevenson,Cleveland St.,Horz,70.6,3.2,3.5,114.3,29.4,53.8,59.5,7.1,6.6,7.7,14.2,0.0,5.3,34.6,8-15,0.533,11.5,4-11,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Sr,6-9,Jordan Wood,Stetson,ASun,58.0,3.2,5.8,112.7,31.4,55.6,61.6,3.1,12.0,9.9,17.2,8.5,1.6,36.1,8-16,0.500,15.4,8-20,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,So,6-4,AJ Brown,Ohio,MAC,71.0,3.2,-1.4,118.4,24.6,52.0,58.3,8.2,6.2,0.0,8.0,0.0,1.0,28.0,7-15,0.467,9.8,4-10,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Jr,6-3,Jamar Franklin,Jacksonville St.,CUSA,64.0,3.2,3.4,139.2,10.5,80.0,77.6,0.0,5.7,0.0,11.3,0.0,1.2,20.0,2-2,1.000,9.5,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Sr,6-2,Jon Sanders,Northwestern St.,Slnd,70.3,3.2,4.7,116.4,25.8,55.4,60.4,1.5,12.7,29.7,17.8,0.0,3.0,32.1,8-17,0.471,8.4,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Sr,6-4,Max Jones,Kansas St.,B12,73.0,3.2,3.3,128.3,15.4,53.1,56.0,3.7,12.0,22.2,11.3,1.6,1.8,12.5,4-8,0.500,7.0,3-8,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Sr,7-0,Amari Williams,Kentucky,SEC,55.8,3.2,10.0,120.5,21.6,60.7,61.4,7.9,24.5,16.0,14.6,7.3,1.3,46.4,17-28,0.607,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,So,6-3,Solo Ball,Connecticut,BE,68.8,3.2,2.7,118.7,17.4,55.6,59.6,1.6,4.3,2.4,8.7,1.3,0.8,18.5,3-8,0.375,14.4,8-19,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,So,6-4,Jake Fiegen,Cornell,Ivy,61.2,3.2,1.9,139.2,16.3,57.5,62.6,0.0,17.7,13.1,0.0,0.0,1.5,50.0,7-9,0.778,8.4,3-11,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Sr,6-1,Quimari Peterson,East Tennessee St.,SC,83.2,3.2,6.8,108.5,26.6,52.3,52.8,6.1,13.2,34.7,17.2,0.0,3.4,6.8,14-30,0.467,8.0,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
