RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Sr,6-1,Mark Sears,Alabama,SEC,82.0,7.8,16.1,136.8,26.2,62.1,67.7,3.1,9.0,28.7,11.9,0.0,2.3,41.4,9-15,0.600,10.9,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sr,6-4,Kam Jones,Marquette,BE,84.2,7.8,13.7,124.5,32.9,49.1,52.7,6.5,11.0,43.8,7.3,0.0,3.0,21.8,18-38,0.474,10.2,6-17,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sr,6-2,Colin Smalls,American,Pat,91.3,7.8,10.2,147.2,19.6,70.0,70.9,0.0,0.0,13.5,0.0,0.0,2.8,46.7,3-6,0.500,12.7,5-9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sr,6-1,Amir Nesbitt,Stonehill,NEC,44.3,7.6,8.3,258.8,5.8,150.0,150.0,0.0,25.1,29.4,0.0,0.0,3.4,0.0,0-0,0.000,3.4,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sr,6-8,Eric Dixon,Villanova,BE,79.7,7.5,10.2,130.2,35.3,65.6,68.5,3.2,12.6,12.5,13.4,2.7,0.7,52.1,18-29,0.621,12.8,9-19,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sr,6-7,Joe Charles,McNeese St.,Slnd,80.6,7.5,16.9,149.0,18.7,71.4,74.0,6.5,12.1,4.0,5.1,4.1,2.9,33.3,6-7,0.857,13.3,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sr,6-0,Kentrell Pullian,Milwaukee,Horz,79.3,7.4,12.4,158.2,22.0,59.6,66.2,10.5,24.8,6.0,8.6,1.8,1.9,46.2,5-9,0.556,16.0,7-17,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Fr,6-1,Robert Wright,Baylor,B12,82.0,7.2,10.4,145.0,22.3,64.1,64.2,3.9,5.3,34.2,8.2,0.0,1.9,25.0,16-24,0.667,4.9,3-8,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sr,5-11,Latrell Jossell,North Texas,Amer,79.5,7.1,17.4,155.0,20.7,77.3,81.4,0.0,0.0,18.7,8.8,0.0,3.6,36.4,1-5,0.200,11.0,5-6,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,So,6-8,Louie Semona,Stonehill,NEC,64.5,7.1,10.9,171.1,18.7,83.3,82.6,0.0,4.3,13.1,0.0,0.0,2.3,44.4,3-5,0.600,9.3,3-4,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sr,6-5,Trevin Knell,BYU,B12,56.9,7.0,21.1,189.0,16.0,100.0,98.2,6.6,10.9,6.4,5.5,0.0,3.5,13.6,7-8,0.875,12.4,10-14,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,So,6-1,Jao Ituka,Jacksonville St.,CUSA,55.1,7.0,20.5,174.3,20.5,95.8,98.3,0.0,8.8,16.8,13.5,0.0,1.4,75.0,1-1,1.000,15.2,7-11,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sr,6-5,Darius Maddox,George Mason,A10,45.8,7.0,10.6,147.1,18.8,50.0,61.4,4.3,3.1,15.5,0.0,0.0,3.3,54.5,1-5,0.200,9.8,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Jr,5-11,Tavari Johnson,Akron,MAC,65.8,7.0,15.8,132.5,41.1,90.9,91.2,0.0,8.4,55.0,33.2,5.2,0.0,72.7,4-5,0.800,13.6,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,So,6-7,Andrej Stojakovic,California,ACC,81.6,7.0,9.8,136.2,27.7,62.7,66.4,5.1,13.5,16.3,14.3,3.2,0.4,28.6,23-42,0.548,9.2,11-21,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Jr,6-2,Will McClendon,San Jose St.,MWC,81.1,6.9,6.8,151.8,17.5,61.4,69.2,1.7,9.9,9.6,0.0,1.5,0.8,45.5,3-8,0.375,10.8,7-14,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jr,6-1,Moe Odum,Pepperdine,WCC,85.2,6.9,9.9,147.5,22.9,69.0,69.9,1.8,10.3,38.4,7.3,0.0,3.3,47.6,7-14,0.500,5.9,5-7,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sr,6-1,Sean Pedulla,Mississippi,SEC,72.9,6.8,18.0,146.9,23.6,68.2,72.0,1.4,10.5,28.4,8.6,5.0,2.8,24.2,6-14,0.429,12.9,11-19,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Jr,6-3,Cam Amboree,Southern,SWAC,68.3,6.8,10.6,185.4,11.4,80.0,84.0,7.0,15.2,7.9,0.0,0.0,2.2,40.0,1-2,0.500,6.7,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Jr,6-9,Ring Malith,SIU Edwardsville,OVC,90.0,6.8,2.6,133.4,30.9,57.7,67.6,17.9,14.6,5.5,16.8,0.0,1.7,76.9,6-9,0.667,6.9,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,So,6-6,Sam Lewis,Toledo,MAC,73.8,6.8,6.5,141.4,27.5,57.1,62.3,23.2,8.5,0.0,6.8,0.0,1.9,42.9,5-11,0.455,5.6,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Sr,6-1,Ray'Sean Taylor,SIU Edwardsville,OVC,76.3,6.8,8.7,131.9,37.3,56.8,58.8,0.0,13.8,24.3,11.0,0.0,2.0,9.1,2-7,0.286,30.7,7-15,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sr,6-2,Christian Cook,New Mexico St.,CUSA,84.6,6.7,8.4,136.0,20.4,66.7,68.4,1.3,9.5,8.4,5.4,1.0,0.6,41.7,9-19,0.474,9.3,10-17,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Jr,6-8,Cole Hargrove,Drexel,CAA,90.2,6.7,10.6,169.2,11.4,72.2,77.5,4.9,24.9,12.6,0.0,3.6,1.6,61.1,13-15,0.867,1.7,0-3,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Jr,6-0,Jason Edwards,Vanderbilt,SEC,61.6,6.6,14.6,129.3,37.2,57.7,67.2,2.6,12.1,4.9,9.3,0.0,3.5,84.6,9-15,0.600,12.8,4-11,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Fr,6-7,Liam McNeeley,Connecticut,BE,89.5,6.6,9.5,131.2,21.3,55.0,64.1,6.1,22.1,14.8,10.9,3.0,0.0,63.3,9-14,0.643,9.3,5-16,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,So,6-3,Anthony Robinson II,Missouri,SEC,71.5,6.6,15.0,143.6,22.7,61.4,72.9,0.0,7.5,25.7,11.4,0.0,8.5,104.5,12-19,0.632,1.9,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Fr,6-6,Dylan Harper,Rutgers,B10,87.8,6.6,13.8,122.9,28.5,67.5,68.0,3.5,16.0,24.6,17.2,1.9,1.7,52.5,12-20,0.600,10.9,10-20,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fr,6-4,Alex Chaikin,Lafayette,Pat,66.5,6.6,11.3,186.8,14.2,96.9,95.5,2.3,15.3,4.6,0.0,0.0,0.0,37.5,2-2,1.000,15.3,9-14,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Fr,6-10,Derik Queen,Maryland,B10,81.3,6.5,13.8,136.5,24.0,64.9,70.6,6.4,27.0,11.8,12.0,3.9,2.3,43.2,21-31,0.677,3.5,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Sr,6-6,Miles Kelly,Auburn,SEC,62.0,6.4,18.2,172.3,12.4,77.3,79.0,1.4,9.6,4.3,0.0,1.6,6.4,13.6,2-6,0.333,12.8,10-16,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jr,6-3,Obi Agbim,Wyoming,MWC,95.8,6.4,8.3,133.3,22.8,65.7,69.2,2.3,12.8,35.4,16.5,0.0,1.6,28.6,14-20,0.700,8.1,6-15,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Sr,6-0,Steven Ashworth,Creighton,BE,92.4,6.4,4.6,115.6,27.8,54.1,61.9,0.0,10.1,37.9,20.2,0.0,0.5,37.8,8-13,0.615,12.3,8-24,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Jr,6-2,Tarence Guinyard,Tennessee Martin,OVC,73.4,6.4,7.4,139.8,30.2,61.5,68.1,3.9,12.7,15.8,6.1,0.0,1.9,80.8,13-22,0.591,3.7,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sr,6-6,Trey Robinson,Northern Kentucky,Horz,80.7,6.4,13.2,145.1,27.1,80.0,76.3,9.5,14.6,17.9,6.9,0.0,1.9,60.0,14-18,0.778,6.5,4-7,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fr,6-11,Asa Newell,Georgia,SEC,73.0,6.3,14.4,136.1,25.7,62.5,66.5,15.5,16.9,11.5,8.2,2.0,2.1,33.3,12-18,0.667,6.4,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Jr,6-7,Nick Martinelli,Northwestern,B10,94.5,6.3,11.1,123.8,25.5,58.1,57.7,6.7,8.9,14.8,2.9,3.3,0.7,16.2,17-31,0.548,4.5,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sr,6-10,Boubacar Coulibaly,Pepperdine,WCC,67.5,6.2,9.0,173.5,14.9,81.3,82.6,6.8,9.3,12.7,0.0,9.6,0.0,12.5,13-16,0.813,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sr,6-10,Johni Broome,Auburn,SEC,72.0,6.2,13.6,123.3,32.7,48.9,49.8,16.1,28.2,32.3,8.4,8.3,0.7,28.3,21-38,0.553,5.5,1-8,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Jr,6-4,Trey Campbell,Northern Iowa,MVC,66.9,6.2,21.7,155.8,22.7,86.0,88.3,3.6,20.5,31.3,16.8,3.4,4.6,28.0,5-10,0.500,11.5,11-15,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Jr,6-0,JJ Wheat,South Alabama,SB,48.0,6.2,19.4,180.4,19.6,100.0,88.2,5.3,0.0,22.2,0.0,0.0,6.4,266.7,3-3,1.000,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Jr,6-1,Juanse Gorosito,Ball St.,MAC,89.0,6.2,9.1,150.4,19.1,73.1,73.1,1.8,7.0,20.5,4.5,1.7,2.6,0.0,1-5,0.200,17.9,12-21,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Sr,6-6,Otis Frazier III,UTEP,CUSA,62.8,6.1,11.1,146.4,20.9,70.0,71.9,11.0,13.9,20.5,10.8,0.0,2.3,33.3,6-9,0.667,6.8,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sr,6-5,Malik Thomas,San Francisco,WCC,78.5,6.1,16.4,140.9,25.8,77.6,75.6,4.0,10.4,10.5,10.7,1.7,4.7,34.5,15-19,0.789,9.2,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Jr,6-5,Peter Suder,Miami OH,MAC,83.6,6.1,13.2,121.5,31.2,67.7,67.7,0.0,15.2,13.2,11.9,2.0,3.7,45.2,15-24,0.625,6.5,4-7,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Jr,6-10,Caden Powell,Rice,Amer,72.5,6.1,7.3,157.2,18.2,78.6,83.1,17.8,9.7,5.0,11.8,3.5,0.0,42.9,11-14,0.786,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Sr,6-1,Tyler Rice,Hampton,CAA,70.3,6.0,8.9,169.1,16.3,75.0,81.9,0.0,7.9,7.2,0.0,0.0,2.0,62.5,3-4,0.750,7.9,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,So,6-6,Devin Royal,Ohio St.,B10,68.9,6.0,13.4,125.6,28.0,61.4,64.1,7.0,20.3,14.0,7.7,1.2,2.1,42.9,20-30,0.667,3.6,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sr,6-3,Josh Morgan,Stonehill,NEC,75.0,6.0,2.4,134.9,27.2,63.3,65.1,4.3,7.4,11.3,7.4,0.0,0.0,26.7,2-7,0.286,16.0,5-8,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Jr,6-9,Jaxon Kohler,Michigan St.,B10,62.5,6.0,20.0,154.0,17.9,92.9,96.4,28.6,27.0,19.8,26.2,7.6,2.4,85.7,5-6,0.833,1.2,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Sr,5-11,Jhamir Brickus,Villanova,BE,78.9,6.0,6.6,139.9,21.8,60.9,61.4,1.6,4.6,47.0,18.7,0.0,1.4,13.0,5-9,0.556,9.5,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sr,6-11,Dawson Garcia,Minnesota,B10,87.0,6.0,5.6,117.4,28.9,53.4,61.0,7.0,18.5,14.4,14.2,4.4,1.7,36.4,19-28,0.679,9.4,3-16,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,So,6-7,Andrew Meadow,Boise St.,MWC,71.9,6.0,8.4,151.9,17.5,64.0,70.6,6.8,15.4,2.4,4.0,0.0,0.7,52.0,7-11,0.636,9.7,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Jr,6-6,Shelton Williams-Dryden,West Georgia,ASun,90.2,5.9,3.8,130.2,26.7,56.7,60.0,8.5,17.9,31.5,6.1,1.9,0.8,23.3,17-30,0.567,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,So,5-10,Adam Clark,Merrimack,MAAC,94.3,5.9,5.2,129.9,30.3,50.0,58.5,2.4,9.1,46.6,6.0,0.0,1.2,43.9,19-39,0.487,1.2,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sr,6-6,Jeff Planutis,Mercyhurst,NEC,85.3,5.9,0.9,141.6,17.0,82.4,84.7,0.0,8.1,10.1,16.3,0.0,0.9,23.5,8-11,0.727,5.5,4-6,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,So,6-3,PJ Haggerty,Memphis,Amer,92.8,5.9,9.7,117.7,27.4,46.1,59.6,8.4,7.5,24.8,21.0,0.0,5.8,86.8,13-28,0.464,4.8,3-10,0.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,So,6-11,Alex Condon,Florida,SEC,67.5,5.9,11.7,147.6,19.7,59.4,60.6,20.5,14.2,8.9,0.0,4.1,2.1,50.0,8-15,0.533,1.1,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sr,6-0,Evan Johnson,Maryland Eastern Sho,MEAC,88.4,5.9,2.2,125.0,30.5,58.3,59.6,2.2,6.2,40.2,8.5,0.0,0.0,36.7,7-12,0.583,15.5,7-18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Sr,6-3,Enoch Cheeks,Dayton,A10,81.6,5.8,8.5,139.8,21.0,66.2,69.2,10.0,14.9,6.3,6.4,2.4,2.7,17.6,12-18,0.667,10.7,7-16,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,So,6-0,Jackson Shelstad,Oregon,B10,86.0,5.8,6.2,125.2,21.4,54.8,63.3,0.0,7.4,9.5,12.4,0.0,0.9,66.7,4-9,0.444,10.6,5-12,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sr,6-7,Brice Williams,Nebraska,B10,82.5,5.8,6.6,128.9,23.8,65.2,69.8,0.0,7.5,20.5,11.7,0.0,1.1,54.5,14-22,0.636,6.1,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Jr,6-3,Primo Spears,UTSA,Amer,90.5,5.8,5.2,117.6,27.8,53.6,58.0,0.0,0.0,15.4,9.3,0.0,2.6,19.6,21-42,0.500,7.2,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Jr,6-8,Joshua Jefferson,Iowa St.,B12,62.2,5.8,16.3,141.8,26.0,51.7,59.3,15.8,33.3,27.2,5.7,1.5,3.0,50.0,14-26,0.538,3.0,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,6-5,Tyeree Bryan,Santa Clara,WCC,65.5,5.8,20.9,157.2,16.5,90.5,83.9,8.6,9.8,16.8,9.0,2.9,5.2,52.4,4-6,0.667,11.2,10-15,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sr,5-8,Duke Deen,Bradley,MVC,66.6,5.8,11.7,139.0,25.4,64.0,64.8,0.0,8.7,41.1,4.4,0.0,2.2,4.0,7-12,0.583,14.6,6-13,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
