RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Sr,6-7,Ansley Almonor,Kentucky,SEC,56.2,6.8,12.3,180.3,11.3,95.7,97.0,3.2,9.0,7.9,8.7,0.0,0.0,34.8,1-1,1.000,10.9,14-22,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sr,6-7,Matthew Cleveland,Miami FL,ACC,84.7,6.7,6.8,125.6,29.0,57.1,63.8,2.9,13.9,16.4,8.2,2.4,1.2,49.4,41-66,0.621,5.7,5-19,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sr,6-7,Saint Thomas,USC,B10,95.0,6.6,8.8,130.0,19.1,62.7,63.5,6.1,18.5,22.7,12.9,0.6,1.5,33.3,20-33,0.606,5.5,8-18,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,So,6-2,Deywilk Tavarez,Charleston,CAA,33.8,6.6,13.6,141.6,22.7,74.1,76.1,0.0,12.0,18.8,11.5,0.0,3.5,13.8,5-13,0.385,13.9,11-16,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sr,6-6,Aniwaniwa Tait-Jones,UC San Diego,BW,74.5,6.6,14.3,135.9,32.2,64.6,70.4,3.2,16.9,23.7,9.8,0.8,2.4,72.3,36-55,0.655,3.9,4-10,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sr,6-10,Johni Broome,Auburn,SEC,48.5,6.5,11.7,112.9,35.1,44.7,47.6,26.5,19.0,14.2,10.3,10.7,0.6,29.8,21-50,0.420,4.2,3-7,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sr,6-9,Yaxel Lendeborg,UAB,Amer,82.3,6.4,15.3,130.0,30.1,53.5,59.4,14.8,23.9,32.6,12.7,6.5,3.5,43.1,34-62,0.548,3.5,3-10,0.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sr,6-2,Javon Small,West Virginia,B12,91.4,6.4,12.0,113.0,26.7,49.2,57.3,1.3,10.9,34.3,13.3,0.6,3.2,42.6,15-30,0.500,11.0,10-31,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,So,7-1,Tomislav Ivisic,Illinois,B10,26.1,6.3,15.4,133.9,23.9,56.0,57.8,10.9,16.4,38.4,8.5,1.5,0.0,8.0,8-13,0.615,12.2,4-12,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,So,6-3,Solo Ball,Connecticut,BE,92.2,6.3,9.0,130.1,20.8,66.7,70.1,3.6,19.2,8.8,14.5,1.9,0.3,25.4,12-23,0.522,13.4,20-40,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sr,6-7,Jalon Moore,Oklahoma,SEC,83.0,6.2,8.1,124.6,25.1,66.7,71.5,3.6,16.2,5.3,15.3,4.6,1.0,75.9,27-40,0.675,4.9,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Jr,6-11,Reed Bailey,Davidson,A10,86.2,6.2,8.3,117.2,34.9,55.5,60.6,3.4,12.2,33.6,13.0,0.7,1.7,41.5,35-68,0.515,4.9,7-14,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sr,6-5,John Tonje,Wisconsin,B10,79.0,6.2,10.4,125.3,25.4,65.3,69.9,3.5,10.3,7.3,15.1,0.0,0.3,36.1,14-29,0.483,13.7,22-43,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Jr,6-1,"Brian Moore, Jr.",Norfolk St.,MEAC,72.2,6.1,7.8,139.8,28.9,55.2,64.7,2.0,8.9,17.4,6.7,0.0,1.0,58.6,16-25,0.640,3.8,0-4,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Jr,6-2,Bruce Thornton,Ohio St.,B10,92.8,6.1,10.0,131.1,18.8,61.6,65.0,2.0,12.0,16.3,11.7,0.0,1.9,26.8,15-29,0.517,8.5,13-27,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sr,6-7,Luke Goode,Indiana,B10,75.9,6.0,7.7,146.3,14.1,66.7,70.0,0.7,7.6,2.5,2.7,1.4,0.4,26.7,9-20,0.450,9.4,14-25,0.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Fr,6-9,Cooper Flagg,Duke,ACC,86.9,6.0,14.2,117.3,33.4,55.6,61.7,3.7,19.9,31.6,19.9,3.9,2.4,59.7,28-49,0.571,8.0,8-23,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Sr,6-8,Great Osobor,Washington,B10,84.6,6.0,11.7,112.9,32.0,53.9,60.1,9.3,25.8,17.3,15.4,1.6,3.6,74.5,20-38,0.526,5.8,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Sr,6-2,"Jamal Mashburn, Jr.",Temple,Amer,94.0,6.0,1.7,121.8,28.5,51.4,58.4,1.6,10.7,12.7,11.1,0.0,0.7,50.5,34-75,0.453,7.8,14-32,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Jr,5-11,Brody Robinson,UT Arlington,WAC,87.9,6.0,4.5,139.1,19.2,52.4,58.8,7.0,6.0,40.9,10.6,0.0,1.0,45.2,7-18,0.389,8.1,10-24,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,So,6-2,Dylan Darling,Idaho St.,BSky,91.7,6.0,6.3,127.5,28.5,53.9,62.4,1.1,12.1,36.1,16.9,1.6,2.5,67.1,20-43,0.465,9.3,14-33,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,So,6-5,Donald Hand Jr.,Boston College,ACC,85.4,5.9,5.9,126.6,22.4,59.4,64.9,1.8,19.0,10.3,7.6,0.0,0.9,39.6,6-20,0.300,11.9,15-28,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,So,5-11,Markus Burton,Notre Dame,ACC,85.3,5.9,9.7,120.9,32.5,55.4,57.7,0.9,8.6,22.2,8.8,0.0,2.8,16.2,23-51,0.451,10.9,12-23,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Fr,6-5,Gavin Doty,Siena,MAAC,96.8,5.9,3.7,137.9,17.8,64.4,68.5,12.6,15.1,12.4,12.2,0.0,1.9,42.2,20-36,0.556,2.8,6-9,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Jr,6-9,Trey Kaufman-Renn,Purdue,B10,77.6,5.9,9.3,114.4,33.6,58.1,60.4,11.4,15.0,16.6,14.7,1.0,2.3,39.2,43-74,0.581,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Fr,6-4,Wesley Yates III,USC,B10,93.5,5.9,5.4,128.8,17.2,65.1,65.9,2.8,3.8,6.8,9.1,0.6,1.9,39.6,18-32,0.563,6.5,11-21,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Jr,6-7,Brendan Coyle,Siena,MAAC,89.8,5.8,4.6,138.9,18.7,64.0,66.4,3.6,13.0,9.9,3.6,0.0,1.0,62.0,5-8,0.625,14.1,18-42,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Jr,6-8,Eric Mulder,Purdue Fort Wayne,Horz,13.9,5.8,8.4,162.3,17.4,75.0,76.7,15.2,10.0,0.0,0.0,4.8,0.0,12.5,6-8,0.750,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Sr,6-2,Chucky Hepburn,Louisville,ACC,91.0,5.8,8.6,123.6,24.0,51.8,58.0,1.3,9.9,43.2,17.4,0.6,2.6,35.7,8-22,0.364,10.9,14-34,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Sr,6-8,Jabri Abdur-Rahim,Providence,BE,49.5,5.8,18.4,164.9,18.4,85.5,88.6,3.7,12.4,9.4,9.8,1.1,2.4,38.7,4-7,0.571,14.5,15-24,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Jr,6-7,Nick Townsend,Yale,Ivy,75.3,5.8,12.4,143.2,23.6,67.3,70.5,12.1,15.9,21.3,12.6,1.7,2.2,36.4,28-46,0.609,3.4,6-9,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jr,6-5,Diego Campisano,Northern Arizona,BSky,70.4,5.8,11.0,157.3,18.4,77.0,78.6,7.5,6.6,5.2,4.6,0.0,0.4,28.0,13-18,0.722,13.6,17-32,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Sr,6-5,Nate Kingz,Oregon St.,WCC,80.1,5.7,7.4,135.0,18.9,66.7,70.0,2.6,8.9,12.9,11.9,3.6,1.9,33.3,15-23,0.652,8.2,10-22,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Fr,7-2,Moustapha Thiam,UCF,B12,63.3,5.7,9.2,127.7,19.5,60.0,61.3,9.2,11.5,8.5,7.3,8.3,0.4,10.0,27-45,0.600,5.3,6-15,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,So,6-8,Eric Dailey Jr.,UCLA,B10,69.3,5.6,7.9,140.0,20.3,68.1,70.5,5.3,14.8,9.7,8.7,0.0,2.2,27.7,23-33,0.697,6.2,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Sr,7-0,Oumar Ballo,Indiana,B10,89.7,5.6,8.2,118.7,23.2,59.3,59.9,15.6,19.3,18.7,16.5,2.9,1.3,50.0,32-54,0.593,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Jr,6-11,Rafael Castro,George Washington,A10,79.7,5.6,11.9,130.8,24.1,73.3,68.8,16.6,20.4,16.6,11.3,6.2,1.8,80.0,44-60,0.733,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sr,6-9,Julian Reese,Maryland,B10,81.4,5.5,8.6,122.4,23.4,52.5,59.8,11.0,24.3,4.9,10.5,7.6,1.0,37.7,32-61,0.525,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sr,6-6,Nique Clifford,Colorado St.,MWC,89.2,5.5,9.6,112.9,33.3,50.7,55.1,5.3,24.2,35.4,13.8,0.7,2.1,40.8,28-50,0.560,9.2,7-26,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Jr,6-5,Richie Saunders,BYU,B12,78.9,5.5,8.4,125.5,23.7,61.3,63.8,5.5,11.5,10.1,11.5,0.6,2.1,22.5,22-44,0.500,10.9,18-36,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Sr,5-11,Japhet Medor,Fordham,A10,90.3,5.5,4.0,127.7,21.3,48.3,58.5,2.4,11.2,26.2,11.2,0.5,2.1,65.5,13-31,0.419,8.1,10-27,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Jr,6-1,Ja'Kobi Gillespie,Maryland,B10,88.6,5.4,11.7,114.9,25.9,51.4,54.0,4.4,5.0,33.0,14.9,1.2,4.2,16.4,15-35,0.429,12.2,15-38,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Sr,6-2,Rahsool Diggins,Massachusetts,A10,90.0,5.4,9.8,122.6,27.2,58.3,61.1,4.2,6.9,9.0,14.0,1.6,2.5,25.2,27-54,0.500,13.3,22-49,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Fr,6-8,Blake Harper,Howard,MEAC,94.5,5.4,-0.1,114.7,33.2,41.1,58.5,0.0,9.9,28.3,13.6,0.0,1.5,110.7,10-25,0.400,2.3,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Sr,6-10,Coleman Hawkins,Kansas St.,B12,85.1,5.4,10.4,115.2,24.9,46.2,49.8,9.9,16.3,32.2,12.1,4.3,3.3,39.4,20-43,0.465,6.9,7-23,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sr,6-0,Ryan Nembhard,Gonzaga,WCC,83.4,5.4,8.8,135.0,19.2,54.7,57.8,0.7,8.2,49.0,15.8,0.0,3.1,62.5,10-21,0.476,3.7,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Jr,6-7,Amarri Monroe,Quinnipiac,MAAC,81.1,5.3,8.8,124.8,30.2,57.5,62.8,9.8,25.3,14.0,13.2,2.5,2.6,46.7,18-36,0.500,10.7,11-24,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,So,6-0,Barrington Hargress,UC Riverside,BW,82.0,5.3,6.5,119.9,30.1,54.7,58.3,0.6,9.6,29.1,13.0,0.6,1.5,32.3,30-56,0.536,12.1,15-40,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,So,6-8,Paulius Murauskas,Saint Mary's,WCC,81.9,5.3,6.6,126.4,23.0,55.0,57.0,12.8,22.0,8.4,6.9,0.0,0.8,26.7,24-41,0.585,7.5,6-19,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Sr,6-0,Evan Johnson,Maryland Eastern Sho,MEAC,45.9,5.3,10.1,134.2,25.9,60.7,70.2,0.0,19.5,24.5,12.4,0.0,1.6,57.1,4-7,0.571,11.2,3-7,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,So,6-6,Nikolaos Chitikoudis,North Carolina A&T,CAA,15.9,5.3,7.9,136.4,20.6,75.0,70.6,0.0,20.8,32.0,9.0,3.0,0.0,87.5,6-8,0.750,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sr,6-2,JJ White,Nebraska Omaha,Sum,82.3,5.3,5.3,130.3,27.1,68.4,72.0,1.6,10.0,26.4,19.2,0.0,0.7,61.4,21-28,0.750,10.0,12-29,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,So,5-11,Josh Hubbard,Mississippi St.,SEC,84.6,5.2,4.5,113.4,26.1,45.9,51.9,1.0,5.0,15.6,9.8,0.0,0.9,29.9,13-36,0.361,17.4,21-61,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Jr,6-7,AK Okereke,Cornell,Ivy,66.2,5.2,11.8,137.2,26.4,67.1,70.3,6.4,12.3,25.4,11.6,7.2,3.5,85.4,26-36,0.722,2.2,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Fr,6-1,Robert Wright,Baylor,B12,87.3,5.2,5.0,116.3,23.6,45.1,53.1,0.6,7.2,31.2,13.3,0.0,2.9,37.5,28-56,0.500,4.6,3-16,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sr,6-1,Alvaro Cardenas,Boise St.,MWC,84.2,5.2,9.8,126.9,21.5,68.3,70.0,0.0,12.5,37.1,21.5,0.0,3.2,39.0,13-19,0.684,7.8,10-22,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,So,6-3,Latrell Davis,San Jose St.,MWC,58.6,5.2,13.9,138.4,25.1,79.5,76.3,5.2,7.1,9.6,8.3,0.0,2.1,59.1,14-24,0.583,10.4,14-20,0.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Jr,6-7,Devin McGlockton,Vanderbilt,SEC,69.2,5.2,8.0,135.5,17.8,63.3,66.0,10.3,18.7,6.0,6.8,2.6,1.6,20.0,18-28,0.643,6.9,7-17,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sr,6-9,Graham Ike,Gonzaga,WCC,61.3,5.1,13.5,130.5,30.2,65.2,66.9,9.5,20.5,14.0,9.1,4.0,2.3,33.3,42-61,0.689,3.7,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Sr,6-5,Cole Anderson,UC Santa Barbara,BW,74.4,5.1,7.9,154.2,13.4,87.5,88.7,0.7,4.4,8.8,12.7,0.6,1.4,15.9,7-11,0.636,11.2,21-33,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,So,5-11,Johnny Kinziger,Illinois St.,MVC,86.5,5.1,4.5,126.2,23.4,59.7,63.6,0.6,10.7,20.9,10.3,0.7,1.5,26.4,19-31,0.613,12.4,16-41,0.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sr,6-11,Daniel Batcho,Louisiana Tech,CUSA,79.0,5.1,9.4,126.1,25.4,62.7,65.5,11.3,16.6,7.0,10.3,6.3,0.4,59.3,37-59,0.627,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Sr,6-10,Ben Gregg,Gonzaga,WCC,58.1,5.1,13.8,151.2,19.2,75.7,76.0,16.0,18.7,15.5,10.1,2.1,3.4,21.6,19-24,0.792,6.3,6-13,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,So,6-7,Todd Brogna,Stonehill,NEC,49.3,5.1,6.2,132.8,24.1,69.4,74.5,5.6,21.2,25.2,15.6,0.0,1.2,35.5,14-20,0.700,6.9,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,7-2,Hunter Dickinson,Kansas,B12,82.4,5.0,4.5,115.1,24.1,52.4,57.5,7.7,16.6,10.4,11.5,3.0,0.6,30.5,43-80,0.537,0.6,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sr,6-8,J'Wan Roberts,Houston,B12,83.8,5.0,9.3,110.1,28.1,53.1,53.8,9.9,11.7,14.2,15.4,2.7,2.5,33.3,43-81,0.531,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
