RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,So,6-10,Taylor Bol Bowen,Florida St.,ACC,40.9,2.2,3.4,110.1,20.6,63.3,65.8,13.9,24.0,0.0,22.6,10.3,1.1,13.3,8-11,0.727,4.6,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,So,6-10,Egan Shields,Northern Colorado,BSky,30.0,2.2,-0.1,160.4,13.7,75.0,76.3,13.3,11.5,0.0,0.0,5.2,0.0,100.0,3-4,0.750,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Jr,6-7,CJ Gunn,DePaul,BE,53.0,2.2,4.6,106.9,25.5,50.0,52.9,5.6,6.8,9.1,10.7,0.9,4.9,15.4,14-30,0.467,12.0,8-22,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Sr,6-3,Mylik Wilson,Houston,B12,57.0,2.2,11.0,123.4,17.5,46.7,56.0,10.3,17.5,18.1,15.2,1.6,3.6,40.0,7-11,0.636,3.5,0-4,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,So,6-4,Isaac Bruns,South Dakota,Sum,50.7,2.2,-3.9,115.6,27.2,46.6,54.0,8.7,24.2,2.9,9.9,0.0,0.0,44.8,9-18,0.500,9.8,3-11,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Sr,6-9,Bradley Ezewiro,UAB,Amer,37.2,2.2,-1.6,125.3,25.1,58.3,75.7,17.8,10.1,0.0,25.9,6.7,0.0,183.3,7-12,0.583,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Sr,6-6,R.J. Blakney,Old Dominion,SB,45.6,2.2,3.0,123.3,24.1,53.1,54.4,19.9,16.6,6.0,6.4,0.0,0.0,31.3,7-9,0.778,10.7,1-7,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Jr,6-4,Jesaiah McWright,Tulsa,Amer,19.3,2.2,10.9,214.2,8.5,133.3,113.9,5.0,8.7,16.9,0.0,0.0,0.0,66.7,1-1,1.000,5.1,2-2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Sr,6-3,Blaise Threatt,Weber St.,BSky,89.1,2.2,4.5,94.3,25.5,50.0,51.2,1.5,7.4,16.3,16.8,0.0,6.1,34.6,10-18,0.556,6.9,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Fr,6-8,Jaylan Ouwinga,Toledo,MAC,39.7,2.2,1.9,142.4,7.8,57.1,62.9,4.5,16.6,0.0,0.0,2.4,2.4,28.6,4-7,0.571,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Sr,6-1,Kobe Elvis,Oklahoma,SEC,63.8,2.2,2.2,124.6,14.6,70.8,68.1,1.3,7.2,12.9,19.1,0.0,0.6,8.3,2-5,0.400,10.6,10-19,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Sr,6-2,Chuck Harris,SMU,ACC,55.3,2.2,-0.4,117.7,19.7,71.7,72.9,0.0,3.1,4.9,24.8,0.0,0.0,21.7,3-10,0.300,10.6,9-13,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Fr,6-3,Linus Holmstrom,VMI,SC,73.6,2.2,-2.4,118.4,16.1,65.6,67.8,1.9,5.9,3.6,19.3,3.0,1.0,12.5,0-1,0.000,15.6,7-15,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Sr,6-4,CJ Noland,New Mexico,MWC,48.2,2.2,0.0,109.5,25.5,65.4,65.4,3.9,15.0,15.8,24.9,0.0,0.9,0.0,14-16,0.875,9.1,2-10,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Jr,6-6,Terrance Arceneaux,Houston,B12,56.9,2.2,10.9,118.4,20.3,58.3,58.1,6.9,17.6,11.9,13.1,0.0,3.6,8.3,8-13,0.615,9.8,4-11,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,So,6-7,Luke Kearney,Air Force,MWC,59.0,2.2,3.2,112.7,19.5,50.0,53.3,5.0,20.9,9.3,4.2,0.0,2.5,31.8,5-9,0.556,10.6,4-13,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Jr,6-11,Arnas Sakenis,SIU Edwardsville,OVC,47.2,2.2,10.6,134.2,13.0,100.0,74.6,6.0,12.4,20.2,12.2,7.6,3.1,100.0,5-5,1.000,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Jr,6-2,Marcus Jackson,Siena,MAAC,42.9,2.2,5.9,127.0,21.4,72.7,76.2,2.5,19.7,21.3,21.7,6.7,1.1,90.9,5-7,0.714,4.6,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,So,6-8,Tycen McDaniels,Alcorn St.,SWAC,47.0,2.2,6.4,132.4,16.2,71.4,69.2,12.9,10.8,19.6,19.1,7.3,4.7,28.6,5-7,0.714,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Jr,6-2,Kyle Frazier,William & Mary,CAA,54.7,2.2,-2.1,123.2,16.8,59.5,62.4,1.9,5.3,7.6,10.3,0.0,0.9,14.3,2-2,1.000,16.4,7-19,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Jr,6-6,Travis Harper II,Tennessee St.,OVC,84.5,2.2,4.3,124.3,14.8,73.5,73.5,5.4,10.4,3.0,22.6,0.0,2.5,0.0,2-4,0.500,10.9,7-13,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Sr,6-8,Maximo Milovich,UC San Diego,BW,8.1,2.2,4.5,205.1,5.9,100.0,100.0,12.9,24.0,0.0,0.0,0.0,0.0,0.0,1-1,1.000,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Sr,6-5,Tamar Bates,Missouri,SEC,60.5,2.2,2.7,112.6,20.4,50.0,58.3,1.3,13.4,9.2,14.8,0.0,3.6,44.8,10-21,0.476,4.8,3-8,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Sr,6-11,Dishon Jackson,Iowa St.,B12,46.0,2.2,4.3,124.9,20.9,53.3,65.8,11.1,16.7,5.5,19.7,8.9,3.1,66.7,8-15,0.533,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Sr,6-6,Tomiwa Sulaiman,Towson,CAA,42.5,2.2,4.6,115.7,26.1,50.0,52.3,17.2,13.1,11.1,9.8,0.0,3.8,9.1,8-15,0.533,8.9,2-7,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Jr,6-7,Nakavieon White,Georgia Southern,SB,71.3,2.2,1.9,103.2,31.6,30.6,42.0,4.3,13.0,39.2,6.1,0.0,1.9,48.4,5-21,0.238,9.6,3-10,0.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Jr,6-10,KC Ibekwe,Washington,B10,13.4,2.2,-7.0,136.4,20.6,60.0,65.2,7.8,7.4,0.0,0.0,6.8,0.0,80.0,3-5,0.600,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Fr,6-7,Fraser Roxburgh,Manhattan,MAAC,42.4,2.2,2.2,141.2,14.5,57.1,58.7,7.2,14.4,15.8,0.0,0.0,0.0,71.4,1-4,0.250,5.1,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Sr,5-11,Elijah Hawkins,Texas Tech,B12,65.0,2.2,1.5,113.2,21.0,34.8,45.8,5.8,9.5,23.4,17.4,0.0,3.7,39.1,5-10,0.500,9.5,2-13,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Jr,7-0,Guillermo Diaz Graham,Pittsburgh,ACC,58.4,2.2,5.6,128.2,14.5,92.9,88.1,8.6,15.6,15.5,33.0,0.0,2.5,28.6,2-2,1.000,6.0,3-5,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Sr,6-4,Kobe Johnson,Saint Louis,A10,79.3,2.2,0.3,127.3,10.4,67.4,66.0,2.0,8.9,7.0,9.1,0.0,2.4,4.3,8-11,0.727,5.7,5-12,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Fr,6-10,Thomas Sorber,Georgetown,BE,86.2,2.2,1.3,98.0,27.0,51.9,53.2,8.3,17.7,11.0,22.4,10.5,1.3,27.8,28-44,0.636,4.3,0-10,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Sr,6-9,Basheer Jihad,Arizona St.,B12,59.3,2.2,7.9,101.0,27.0,55.6,59.6,3.0,17.5,10.4,20.6,7.9,3.2,44.4,12-20,0.600,5.6,2-7,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Sr,6-7,David Green,Rhode Island,A10,68.0,2.2,1.5,106.9,23.4,46.8,53.9,2.9,13.5,16.2,9.0,1.4,0.0,29.0,7-15,0.467,11.1,5-16,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Jr,6-3,Ray Glasgow,Tennessee Tech,OVC,44.0,2.2,9.8,114.8,32.3,73.5,74.8,6.9,24.9,7.5,26.3,2.4,1.7,29.4,5-7,0.714,17.0,5-10,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Sr,6-5,Zach Riley,Fordham,A10,47.1,2.2,-0.6,141.2,11.2,60.0,60.6,5.8,17.3,14.5,0.0,0.0,0.0,50.0,3-6,0.500,3.7,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Jr,6-7,Tavion Banks,Drake,MVC,49.9,2.2,-0.2,111.0,27.8,48.5,51.0,10.7,22.0,16.7,11.9,3.5,1.7,27.3,16-31,0.516,1.7,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Jr,6-5,"Troy Cole, Jr.",Southeast Missouri S,OVC,54.4,2.2,-2.1,128.7,13.7,54.5,58.6,7.1,19.8,0.0,0.0,2.5,0.0,18.2,3-5,0.600,8.3,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Sr,6-9,Max Agbonkpolo,Montana St.,BSky,69.8,2.2,1.5,102.5,24.5,54.1,54.6,4.9,6.2,5.9,8.3,1.2,1.4,13.5,11-21,0.524,10.8,6-16,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Fr,6-10,Ace Bailey,Rutgers,B10,84.3,2.2,-0.5,99.4,29.4,57.1,54.8,7.8,21.6,6.2,17.0,4.3,0.6,24.5,22-37,0.595,6.7,4-12,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,So,6-0,Brock Harding,Iowa,B10,57.0,2.2,2.7,117.2,23.4,55.4,57.0,0.0,9.0,25.0,16.1,0.0,3.8,7.1,8-17,0.471,8.3,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,So,6-9,Kaleb Smith,UC Riverside,BW,79.0,2.2,-2.2,105.0,22.3,41.7,47.0,7.0,19.4,6.6,11.0,0.0,0.6,44.4,12-23,0.522,8.0,2-13,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Sr,6-7,Nate Santos,Dayton,A10,83.1,2.1,-0.4,99.6,21.7,46.3,51.0,3.7,17.5,8.6,14.8,0.9,0.5,46.3,13-24,0.542,7.8,4-17,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Sr,6-4,Zach Laput,Davidson,A10,72.4,2.1,-1.8,115.3,18.4,53.6,54.5,6.2,10.0,11.1,9.2,0.0,0.8,23.8,15-29,0.517,5.5,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Sr,6-3,RJ Felton,East Carolina,Amer,75.0,2.1,-0.5,103.9,25.6,36.5,47.3,7.0,13.3,13.3,12.0,0.0,3.1,54.1,6-18,0.333,11.6,5-19,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Sr,6-6,Justice Smith,Niagara,MAAC,65.8,2.1,0.6,113.4,23.4,60.3,60.8,4.3,14.4,24.2,16.3,1.7,0.8,10.3,10-20,0.500,6.9,5-9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Fr,6-2,Je'Shawn Stevenson,Cleveland St.,Horz,37.0,2.1,2.4,137.9,19.4,50.0,55.0,8.1,3.9,15.8,0.0,0.0,2.1,44.4,3-7,0.429,4.2,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Sr,6-5,Sean Moore,UNC Wilmington,CAA,49.2,2.1,5.7,123.8,22.4,47.6,54.5,9.9,25.4,12.2,9.1,0.0,4.1,28.6,7-10,0.700,11.2,2-11,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,So,6-8,Kaseem Watson,Delaware St.,MEAC,90.3,2.1,0.2,102.5,23.3,56.7,56.6,2.2,19.7,10.8,16.0,0.0,2.2,4.4,24-40,0.600,2.7,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Fr,6-4,Nyle Ralph-Beyer,Sacred Heart,MAAC,62.4,2.1,-0.5,129.4,13.4,66.7,66.7,0.0,2.0,8.4,8.2,0.0,0.0,0.0,4-7,0.571,8.9,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Fr,6-9,Tsvet Sotirov,Northern Illinois,MAC,68.8,2.1,5.2,132.4,10.1,90.0,90.0,0.0,13.6,0.0,20.4,4.0,4.1,0.0,0-0,0.000,10.3,3-5,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Sr,6-8,Jamari Sibley,Southern Utah,WAC,76.8,2.1,0.5,113.5,17.8,51.7,57.2,2.5,16.0,8.1,10.2,1.0,0.6,24.1,9-17,0.529,7.2,4-12,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,So,6-3,Ace Valentine,UMBC,AE,89.2,2.1,-3.8,107.2,19.0,51.8,55.0,0.0,7.6,26.1,17.9,0.8,1.9,35.7,13-23,0.565,2.4,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,So,6-4,TJ Simpkins,Elon,CAA,89.6,2.1,1.4,94.0,32.0,40.6,45.8,3.8,7.0,30.5,21.0,3.2,2.8,47.9,15-36,0.417,6.7,3-12,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Sr,6-2,Jeremy Roach,Baylor,B12,64.3,2.1,6.2,101.3,25.2,58.3,60.1,0.0,10.9,8.3,25.0,0.0,4.0,8.3,4-6,0.667,12.6,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Sr,6-1,Carlos Stewart,Santa Clara,WCC,76.5,2.1,0.2,109.4,19.8,53.1,55.4,1.5,10.2,19.7,21.6,0.7,2.5,22.9,12-19,0.632,10.3,9-29,0.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Jr,6-6,Colin McKenzie,South Carolina St.,MEAC,43.5,2.1,5.3,139.1,12.9,57.9,63.2,0.0,9.3,6.5,0.0,1.8,2.5,26.3,2-4,0.500,12.3,6-15,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Jr,6-3,Dawson Baker,BYU,B12,57.0,2.1,5.2,111.8,24.5,59.5,62.5,0.0,18.4,25.6,24.8,0.0,1.7,38.1,5-8,0.625,11.3,5-13,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Fr,6-8,Corey Chest,LSU,SEC,57.3,2.1,3.6,128.3,19.0,65.5,60.3,18.2,23.1,8.5,9.4,2.1,1.8,24.1,19-29,0.655,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Jr,6-7,Zaakir Williamson,Saint Peter's,MAAC,44.7,2.1,3.3,134.9,19.1,62.5,70.7,14.9,7.2,10.9,19.5,8.6,0.0,50.0,1-3,0.333,3.7,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Jr,6-4,Trey Campbell,Northern Iowa,MVC,70.8,2.1,2.2,110.1,21.9,46.1,49.1,3.3,15.8,21.0,11.8,0.0,3.1,26.3,10-21,0.476,8.8,5-17,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Sr,6-4,Mason Madsen,Utah,B12,57.6,2.1,11.9,111.3,24.9,59.0,59.0,2.4,18.5,19.6,11.8,2.5,4.1,0.0,7-16,0.438,20.0,15-34,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Fr,6-5,Vyctorius Miller,LSU,SEC,51.1,2.1,7.1,122.9,24.6,72.9,74.5,1.5,18.5,16.5,24.6,3.6,1.4,11.4,12-16,0.750,12.7,9-19,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,So,6-5,D.J. Jefferson,Longwood,BSth,7.6,2.1,10.7,127.3,23.3,70.0,70.0,0.0,11.1,35.6,20.1,0.0,4.7,0.0,2-3,0.667,9.3,1-2,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Jr,6-10,Mason Nicholson,Jacksonville St.,CUSA,64.6,2.1,1.9,120.4,14.6,42.9,47.8,17.2,21.0,6.5,10.8,6.0,0.8,57.1,6-14,0.429,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Sr,7-0,Moussa Cisse,Memphis,Amer,43.5,2.1,3.1,117.0,19.2,52.9,52.9,27.9,22.5,2.9,12.5,10.7,1.6,58.8,9-17,0.529,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,So,6-8,Paulius Murauskas,Saint Mary's,WCC,66.5,2.1,4.4,106.6,22.8,40.0,48.1,8.9,28.5,13.3,13.0,2.1,3.0,45.7,11-27,0.407,4.7,2-8,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Sr,6-10,Mitchell Saxen,Saint Mary's,WCC,87.4,2.1,3.6,100.8,23.4,47.6,50.1,12.0,15.5,10.5,17.3,4.8,3.1,54.8,20-42,0.476,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Sr,6-3,Jasper Floyd,North Texas,Amer,70.0,2.1,-0.1,117.6,18.9,47.9,54.0,1.4,5.0,27.1,19.3,0.0,2.4,33.3,10-19,0.526,3.0,1-5,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Jr,6-3,Javon Jackson,Illinois Chicago,MVC,64.6,2.1,-3.7,98.3,30.1,42.6,55.9,0.0,5.4,11.1,23.3,1.0,3.5,94.1,10-23,0.435,6.4,3-11,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Sr,6-7,Nehemiah Benson,Binghamton,AE,64.6,2.1,-2.6,117.9,20.6,57.7,60.4,4.2,9.1,13.2,7.5,0.0,0.8,30.8,15-25,0.600,0.8,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Sr,6-5,Jaren Johnson,Howard,MEAC,39.4,2.1,1.2,131.8,17.4,50.0,65.7,13.4,11.5,17.5,16.1,0.0,1.9,110.0,5-6,0.833,3.7,0-4,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Jr,6-1,Benny Gealer,Stanford,ACC,25.1,2.1,11.3,122.8,16.3,65.0,65.0,3.5,12.1,0.0,12.0,0.0,3.9,0.0,2-4,0.500,11.8,3-6,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Sr,6-9,Moulaye Sissoko,North Texas,Amer,60.1,2.1,1.1,127.1,15.6,70.6,71.4,14.4,32.1,4.2,22.7,0.0,0.7,23.5,12-17,0.706,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Jr,6-3,Justin Bailey,Wofford,SC,72.4,2.1,0.2,114.0,17.0,40.9,49.6,2.4,10.5,12.5,8.6,0.0,2.9,50.0,3-7,0.429,10.9,4-15,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Jr,6-4,Jalen Bolden,Louisiana Monroe,SB,94.4,2.1,2.1,103.2,25.3,43.2,48.1,8.3,19.3,14.4,11.9,1.0,4.5,43.2,19-38,0.500,3.0,0-6,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
