RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sr,6-5,Mikal Dawson,Marshall,SB,64.2,2.5,7.9,118.5,20.1,53.6,56.9,3.1,6.9,10.8,10.9,1.1,4.4,14.3,3-8,0.375,18.6,13-34,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Jr,6-5,Josué Grullon,Tennessee Martin,OVC,66.9,2.2,7.9,105.9,26.4,51.9,53.6,2.5,9.5,7.1,12.4,0.0,3.3,18.5,10-20,0.500,18.5,12-34,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sr,6-5,Anthony Roy,Green Bay,Horz,83.2,5.2,7.3,110.1,36.9,55.0,60.8,1.4,18.5,23.0,12.5,0.7,3.0,43.3,18-34,0.529,18.5,21-56,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sr,6-1,Cam Glover,The Citadel,SC,66.3,2.0,-1.4,106.6,25.5,52.1,54.1,1.9,2.4,19.6,17.0,0.0,0.0,16.7,2-7,0.286,18.4,7-17,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Sr,6-6,Gabe Madsen,Utah,B12,71.7,3.7,9.6,127.4,24.5,61.0,63.7,0.0,6.0,13.9,7.9,0.0,2.0,22.0,15-22,0.682,17.8,14-37,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Jr,6-7,CJ Gunn,DePaul,BE,42.9,1.5,-1.6,111.9,23.8,53.0,53.7,7.3,9.8,8.0,10.7,4.5,0.9,9.1,7-12,0.583,17.8,7-21,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Jr,6-4,Connor Essegian,Nebraska,B10,60.1,5.1,12.0,142.4,24.0,71.6,73.1,0.0,11.7,14.7,7.2,0.0,1.2,31.8,9-13,0.692,17.8,15-31,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Jr,6-0,Ismail Habib,Portland St.,BSky,50.6,-1.9,-15.4,63.6,21.4,24.3,25.8,2.6,6.1,4.4,10.0,0.0,2.1,22.9,1-10,0.100,17.7,5-25,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sr,6-4,Davion Bailey,Incarnate Word,Slnd,86.4,2.0,-3.7,115.2,19.0,55.1,56.4,0.0,8.7,8.5,9.3,0.0,0.9,14.3,6-9,0.667,17.7,14-40,0.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Jr,6-3,Bowen Hardman,Akron,MAC,47.6,3.8,5.2,167.8,11.4,83.3,81.8,1.7,4.0,0.0,0.0,0.0,0.0,11.1,0-0,0.000,17.6,10-18,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,So,6-8,Rory Stewart,Florida Gulf Coast,ASun,46.0,1.5,-1.0,109.4,22.0,54.8,57.1,9.9,19.7,4.4,16.0,0.0,0.7,9.7,5-6,0.833,17.6,8-25,0.320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Fr,6-10,Jackson McAndrew,Creighton,BE,52.5,2.6,8.6,118.1,19.4,62.5,67.0,5.1,24.7,0.0,14.1,1.7,0.0,25.0,3-4,0.750,17.5,13-32,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Jr,6-2,Seth Jones,Pacific,WCC,50.4,-0.6,-3.3,88.2,15.6,38.2,37.7,4.5,5.6,4.1,3.7,0.0,3.5,2.9,4-4,1.000,17.5,6-30,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sr,6-6,Trenton McLaughlin,Northern Arizona,BSky,97.1,3.0,0.0,105.8,28.5,43.8,47.4,0.7,14.3,20.8,12.2,0.0,0.8,22.5,17-35,0.486,17.4,12-45,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,So,6-3,Bryce Lindsay,James Madison,SB,64.8,6.2,14.3,150.6,21.2,76.5,77.3,0.9,8.2,18.6,8.9,0.0,1.9,13.7,9-14,0.643,17.4,20-37,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Sr,6-5,Luke Kasubke,North Dakota St.,Sum,41.5,1.7,4.1,123.4,19.0,64.0,65.5,5.3,20.2,0.0,9.6,0.0,0.9,8.0,1-6,0.167,17.4,10-19,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Fr,6-4,Tey Barbour,Harvard,Ivy,42.8,2.3,7.8,125.6,18.5,70.5,71.9,3.1,13.0,12.9,14.1,0.0,3.5,9.1,2-2,1.000,17.3,9-20,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sr,6-2,Reyne Smith,Louisville,ACC,69.4,4.3,6.8,141.7,14.4,60.9,62.2,3.4,9.7,2.4,2.8,0.0,1.2,17.4,1-3,0.333,17.2,18-43,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,So,6-7,Abdi Bashir Jr.,Monmouth,CAA,77.9,4.1,4.1,113.3,29.0,59.8,62.5,0.0,5.7,7.1,17.5,0.0,1.0,13.4,16-43,0.372,17.1,28-54,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Jr,5-11,Love Bettis,Northwestern St.,Slnd,41.6,0.5,-0.8,91.2,28.5,51.7,51.8,1.6,10.2,22.2,25.2,0.0,2.7,13.8,3-10,0.300,17.0,8-19,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,So,6-2,Jacob Meyer,DePaul,BE,59.8,2.6,4.6,119.5,21.9,60.5,59.4,3.9,18.0,7.6,8.3,1.1,3.1,16.3,5-15,0.333,17.0,14-28,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Sr,6-4,Joe Bamisile,VCU,A10,76.4,2.2,4.3,100.0,30.4,55.3,56.3,5.7,13.1,17.9,20.7,0.9,2.4,15.8,15-22,0.682,16.9,11-35,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Sr,6-1,Blake Peters,Princeton,Ivy,63.6,1.6,0.9,117.8,15.1,59.5,61.0,0.0,6.9,4.3,6.2,0.0,3.3,13.5,1-1,1.000,16.9,14-36,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Jr,6-0,Ice Emery,Western Carolina,SC,66.7,0.9,-4.3,85.4,27.5,43.8,46.0,1.4,11.9,12.8,19.7,0.0,2.0,12.5,7-15,0.467,16.9,7-25,0.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Sr,6-2,"Teddy Washington, Jr.",Southeast Missouri S,OVC,78.8,2.8,6.6,106.5,31.5,53.3,54.5,2.4,23.1,19.9,12.0,0.0,2.9,13.3,19-35,0.543,16.9,14-40,0.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Sr,6-4,Sheldon Edwards Jr.,Loyola Chicago,A10,57.0,2.8,5.9,132.0,17.6,61.5,63.1,4.6,8.0,10.8,4.8,0.0,0.8,7.7,4-6,0.667,16.9,8-20,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,So,6-6,Kam Craft,Miami OH,MAC,75.8,0.8,-0.8,89.3,26.2,46.4,47.8,2.8,13.8,6.9,16.7,2.8,1.9,9.5,6-15,0.400,16.9,9-27,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Sr,6-6,Damari Monsanto,UTSA,Amer,56.6,2.8,1.3,115.2,18.6,53.0,55.2,2.4,13.6,12.0,16.8,0.0,1.2,9.1,1-6,0.167,16.8,11-27,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Sr,6-1,Ray'Sean Taylor,SIU Edwardsville,OVC,79.0,1.7,1.5,106.1,26.9,51.9,53.7,0.8,15.1,42.5,22.0,0.0,2.3,7.5,8-16,0.500,16.8,13-37,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,So,5-11,Josh Hubbard,Mississippi St.,SEC,77.0,4.8,7.9,124.4,22.8,48.3,53.3,0.7,5.1,21.5,2.0,0.0,1.8,23.7,9-22,0.409,16.8,13-37,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Sr,6-6,Gabe Dorsey,William & Mary,CAA,68.1,1.5,-1.1,111.7,16.6,53.0,54.9,0.9,10.1,4.2,7.1,0.0,1.2,8.0,4-8,0.500,16.5,15-42,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sr,6-2,Julian Mackey,Houston Christian,Slnd,63.3,3.0,1.7,111.8,32.1,55.1,58.9,3.4,15.5,16.9,13.3,0.0,1.2,26.5,12-22,0.545,16.5,10-27,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Jr,6-3,Kamrin Oriol,North Florida,ASun,58.8,0.4,-5.7,98.0,17.4,37.0,39.4,1.3,5.7,12.5,0.0,0.0,1.6,7.4,1-6,0.167,16.5,6-21,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sr,6-3,Walter Clayton Jr.,Florida,SEC,78.3,4.4,11.4,122.5,24.0,54.9,57.6,0.0,10.0,19.2,15.3,3.0,2.9,15.3,14-27,0.519,16.5,17-45,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Sr,6-0,Steven Ashworth,Creighton,BE,68.0,2.1,-0.1,97.2,23.7,51.1,55.7,0.0,2.8,26.2,25.0,0.0,0.8,24.4,2-6,0.333,16.5,14-39,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Sr,6-5,Morgan Safford,Kent St.,MAC,51.8,2.6,4.6,113.9,24.2,43.6,51.5,5.1,21.5,7.1,7.6,1.3,2.4,51.3,2-12,0.167,16.4,10-27,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Sr,6-0,Daniel Ortiz,North Alabama,ASun,58.1,0.5,-1.2,94.6,20.9,42.2,44.4,0.9,8.6,3.4,6.9,0.0,2.4,7.8,5-17,0.294,16.4,11-34,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Jr,6-0,Dae Dae Hunter,New Orleans,Slnd,45.0,1.5,1.3,114.4,19.4,57.1,59.3,1.1,14.4,2.6,9.4,0.0,3.0,22.9,2-8,0.250,16.4,12-27,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Jr,6-7,Tyler Nickel,Vanderbilt,SEC,56.0,2.1,3.1,115.4,19.7,56.4,58.5,4.3,7.9,7.6,13.0,2.6,1.0,15.4,4-7,0.571,16.4,12-32,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Sr,6-1,Robert Smith,Delaware St.,MEAC,73.7,0.9,-4.2,85.1,33.7,45.8,44.8,1.1,13.7,17.3,18.1,0.0,0.7,14.6,13-24,0.542,16.2,6-24,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,So,6-6,Robert Davis Jr.,Old Dominion,SB,88.2,0.7,-2.6,98.0,19.9,42.2,45.2,0.7,4.3,13.1,12.5,0.0,0.4,17.6,5-12,0.417,16.2,11-39,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Jr,6-2,Miles Barnstable,St. Thomas,Sum,59.7,0.6,-3.5,85.6,31.0,37.2,46.0,4.8,6.3,4.0,17.4,1.2,4.2,39.5,7-16,0.438,16.2,6-27,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Jr,6-3,CJ Luster,Stony Brook,CAA,59.2,0.1,-2.8,91.1,21.5,45.9,46.3,1.1,14.5,15.9,11.5,0.0,1.9,10.8,2-11,0.182,16.2,10-26,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Sr,6-2,Jon Sanders,Northwestern St.,Slnd,74.1,1.7,-3.8,95.6,30.3,48.3,50.1,0.9,10.5,24.7,20.0,0.0,0.0,10.0,11-28,0.393,16.1,12-32,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Sr,6-5,Malcolm Christie,Oakland,Horz,45.8,0.0,-1.8,93.5,18.8,53.6,50.6,0.0,0.0,3.1,12.2,0.0,1.2,57.1,0-0,0.000,16.1,5-14,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Jr,6-4,Amar Augillard,Fresno St.,MWC,63.0,0.6,-1.3,93.5,27.6,41.9,46.2,3.0,5.8,3.3,11.7,0.0,1.2,30.9,15-28,0.536,16.1,9-40,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Sr,6-4,Claudell Harris Jr.,Mississippi St.,SEC,47.9,-0.8,-5.2,77.3,17.8,32.8,32.8,1.2,6.6,6.9,8.2,0.0,2.2,0.0,3-10,0.300,16.1,5-22,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Sr,6-6,Simas Lukosius,Cincinnati,B12,72.3,5.8,11.4,141.5,22.9,68.5,69.2,8.9,5.7,20.4,13.6,0.0,0.5,4.3,6-15,0.400,16.1,17-31,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sr,6-7,AJ Clayton,Ohio,MAC,80.0,3.0,4.2,109.3,25.8,50.6,53.1,5.9,22.6,9.8,6.6,5.1,1.7,20.0,21-33,0.636,16.0,13-47,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sr,6-5,Tyler McGhie,UC San Diego,BW,80.1,4.5,10.0,124.5,26.0,60.0,60.8,1.0,15.0,18.4,3.6,2.2,2.3,11.7,15-26,0.577,16.0,14-34,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Sr,6-3,Erik Reynolds II,Saint Joseph's,A10,80.9,3.4,4.6,114.7,23.7,44.7,49.9,0.8,8.7,16.5,7.7,3.1,3.6,29.8,9-22,0.409,16.0,11-35,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Sr,6-7,Christopher Mantis,Maine,AE,46.0,-0.1,-3.1,92.6,20.4,50.0,50.0,1.1,13.9,8.9,13.5,0.0,1.6,0.0,5-11,0.455,15.9,10-29,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sr,6-8,Dusan Neskovic,Richmond,A10,45.6,0.2,-3.8,89.2,24.0,43.5,43.9,1.6,19.2,3.2,3.3,0.0,0.0,29.0,6-11,0.545,15.8,5-20,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,So,6-5,Jordan Stiemke,Loyola MD,Pat,56.4,1.5,1.6,101.0,25.6,43.5,47.1,7.9,14.6,14.3,10.3,1.6,2.6,12.9,6-13,0.462,15.8,5-18,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Jr,6-5,AJ Lesburt Jr.,Brown,Ivy,61.6,2.6,4.1,134.0,18.5,62.8,63.5,3.0,10.0,18.2,8.0,2.6,1.0,23.1,5-7,0.714,15.8,13-32,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sr,6-3,Kam Farris,Bryant,AE,44.5,0.4,-3.9,98.0,20.7,39.1,42.8,0.0,11.1,11.3,9.8,0.0,3.0,19.6,6-15,0.400,15.7,8-31,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Sr,5-11,Jordan Sears,LSU,SEC,70.4,2.9,6.4,110.1,25.3,56.7,58.5,2.3,14.5,19.8,22.7,1.3,2.7,23.3,7-19,0.368,15.7,18-41,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sr,6-8,Ben Callahan-Gold,Binghamton,AE,59.9,2.9,5.1,136.9,14.3,70.0,70.0,1.1,5.3,5.6,3.5,1.9,1.0,0.0,2-4,0.500,15.7,15-31,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,6-5,Cole Anderson,UC Santa Barbara,BW,60.0,3.6,4.8,155.2,13.0,75.9,75.9,0.0,4.5,6.4,5.2,0.0,0.0,0.0,1-4,0.250,15.7,13-23,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
