RK,PLAYER,,,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jr,6-6,Josh Dix,Iowa,B10,84.1,7.3,11.4,149.1,16.2,79.8,79.4,1.8,9.3,13.9,7.3,1.4,2.8,16.7,11-18,0.611,9.4,15-24,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sr,7-1,Vladislav Goldin,Michigan,B10,69.6,7.3,11.2,141.5,27.8,75.0,77.7,7.2,16.0,22.7,14.2,3.4,0.7,68.8,21-28,0.750,2.6,2-4,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sr,6-7,Arthur Kaluma,Texas,SEC,83.6,7.3,13.3,130.4,21.7,69.0,72.5,5.6,19.1,12.0,16.5,4.3,2.4,44.8,11-17,0.647,7.2,6-12,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Jr,6-2,Cooper Noard,Cornell,Ivy,69.0,7.3,12.1,208.0,10.4,111.1,111.1,0.0,17.1,0.0,0.0,3.8,0.0,0.0,1-1,1.000,17.2,6-8,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Fr,6-4,Wesley Yates III,USC,B10,90.6,7.3,8.4,143.9,16.7,73.8,73.6,3.4,7.4,11.8,6.9,0.8,1.5,38.1,19-27,0.704,5.7,8-15,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,So,6-4,Trey Autry,George Washington,A10,75.6,7.2,14.3,182.6,10.3,89.3,90.3,1.7,21.8,12.4,0.0,0.0,3.7,14.3,5-6,0.833,7.4,5-8,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sr,6-3,Chase Hunter,Clemson,ACC,88.7,7.1,10.1,136.1,22.4,64.2,69.3,2.2,8.7,18.1,12.6,1.9,2.1,30.0,19-35,0.543,8.8,13-25,0.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,So,6-5,Isaiah Coleman,Seton Hall,BE,71.9,7.1,8.3,133.1,34.3,62.9,68.1,7.9,13.2,25.8,14.5,0.0,1.0,38.7,9-19,0.474,12.0,7-12,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sr,6-6,Aniwaniwa Tait-Jones,UC San Diego,BW,75.3,7.1,13.3,137.6,31.5,55.6,66.9,6.6,7.7,26.3,8.4,1.6,2.0,77.8,20-33,0.606,2.0,0-3,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jr,6-6,Casey Simmons,Yale,Ivy,38.0,7.0,11.1,154.9,20.0,63.6,69.8,7.7,19.3,5.9,0.0,0.0,2.0,36.4,7-10,0.700,2.0,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sr,6-5,Devin Askew,Long Beach St.,BW,95.3,7.0,6.1,132.7,28.0,72.2,77.7,2.6,11.8,32.1,19.4,0.0,1.6,52.8,17-24,0.708,6.5,6-12,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sr,6-0,Issac McBride,Oral Roberts,Sum,86.6,7.0,1.3,131.2,33.1,62.5,67.0,0.0,7.5,15.0,10.3,0.0,1.1,46.2,16-29,0.552,13.1,11-23,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Sr,6-5,Hunter Sallis,Wake Forest,ACC,89.3,6.9,7.7,142.0,23.6,60.3,65.0,2.0,12.8,14.9,3.6,1.8,1.7,24.1,13-20,0.650,7.6,3-9,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Jr,6-9,Brenen Lorient,North Texas,Amer,65.3,6.9,14.4,146.9,28.7,72.9,77.7,5.8,13.5,16.8,11.9,4.7,0.8,100.0,13-21,0.619,2.6,3-3,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Jr,6-4,Bennett Stirtz,Drake,MVC,97.4,6.9,14.5,134.4,22.6,57.8,59.9,3.3,16.4,45.0,11.5,1.0,4.8,35.6,17-26,0.654,8.2,6-19,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Sr,6-4,Curtis Jones,Iowa St.,B12,75.5,6.9,17.7,136.0,25.2,62.2,64.5,1.4,8.3,21.1,5.0,0.0,5.0,17.8,16-26,0.615,11.9,8-19,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Jr,6-10,Josh Ojianwuna,Baylor,B12,81.1,6.9,11.3,150.5,13.4,78.3,74.9,14.4,22.1,4.9,7.0,2.8,2.8,52.2,18-22,0.818,0.5,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Sr,6-3,Lyndel Erold,Brown,Ivy,79.3,6.9,15.5,156.4,16.3,75.0,75.8,3.6,6.6,24.1,0.0,0.0,3.9,50.0,3-3,1.000,9.7,2-5,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Sr,6-7,Leo Colimerio,Queens,ASun,82.6,6.8,5.4,155.9,20.0,69.6,72.1,4.7,13.2,17.7,6.7,0.9,0.4,37.0,17-28,0.607,8.0,10-18,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Sr,6-5,Wooga Poplar,Villanova,BE,85.8,6.8,10.9,136.5,20.9,67.6,71.3,2.9,17.9,10.9,10.6,0.0,2.6,47.1,18-29,0.621,8.1,11-22,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Jr,6-7,AK Okereke,Cornell,Ivy,64.8,6.8,10.8,192.7,15.4,83.3,86.3,0.0,4.5,25.5,0.0,12.2,0.0,33.3,5-5,1.000,2.3,0-1,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Sr,6-10,Jacksen Moni,North Dakota St.,Sum,78.1,6.8,11.1,134.5,33.4,63.0,70.6,8.5,8.2,34.4,18.7,2.9,1.5,64.0,15-29,0.517,10.1,11-21,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sr,5-11,Japhet Medor,Fordham,A10,87.9,6.7,7.8,134.5,21.7,62.1,69.2,3.0,8.3,31.3,12.7,0.0,1.7,62.1,9-15,0.600,7.7,6-14,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,So,6-10,Samson Aletan,Yale,Ivy,55.6,6.7,14.1,181.5,20.7,78.6,84.8,15.9,10.6,4.2,0.0,8.2,1.4,64.3,11-14,0.786,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Jr,6-3,Orlando Lovejoy,Detroit Mercy,Horz,49.8,6.7,9.8,123.1,29.9,58.8,64.7,3.0,21.3,33.5,14.9,0.0,1.5,38.2,17-31,0.548,2.2,2-3,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sr,6-3,Tayton Conerway,Troy,SB,82.1,6.7,19.7,133.4,28.2,75.0,74.9,4.8,6.9,47.0,20.1,1.7,7.6,54.5,15-21,0.714,10.9,12-23,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Sr,6-3,Javohn Garcia,McNeese St.,Slnd,77.9,6.6,11.5,149.0,22.2,60.2,67.2,4.7,11.1,17.4,4.2,1.1,3.3,63.6,19-30,0.633,6.6,5-14,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Jr,6-0,Mark Drone,Texas St.,SB,32.4,6.6,22.6,141.1,31.7,65.5,69.6,0.0,13.4,27.9,6.9,4.1,6.6,34.5,13-22,0.591,7.7,4-7,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Sr,6-4,Lamar Wilkerson,Sam Houston St.,CUSA,93.4,6.5,5.8,129.4,22.7,60.3,64.0,6.5,8.9,8.2,10.3,0.0,0.8,27.6,17-30,0.567,10.9,12-28,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Jr,6-7,Keyshawn Hall,UCF,B12,81.9,6.5,12.3,120.9,29.6,50.8,57.7,8.4,12.9,24.9,9.7,2.2,2.8,43.9,20-39,0.513,11.0,9-27,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Sr,6-8,Tyson Degenhart,Boise St.,MWC,76.9,6.5,8.1,140.9,21.6,65.3,69.6,8.0,14.9,9.5,9.2,0.0,1.0,66.7,13-19,0.684,8.5,7-17,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Sr,6-1,Alvaro Cardenas,Boise St.,MWC,82.0,6.5,10.9,136.8,21.7,62.2,61.1,1.1,7.0,44.6,13.0,0.0,3.8,27.0,11-17,0.647,9.4,8-20,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Sr,6-4,Taye Fields,North Alabama,ASun,73.7,6.4,18.0,154.3,25.2,68.8,68.2,21.7,24.5,34.6,8.2,5.9,3.6,32.5,26-39,0.667,0.5,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Jr,6-6,Raekwon Horton,UTSA,Amer,96.8,6.4,4.9,145.0,16.3,66.7,70.0,6.8,19.8,15.0,6.7,0.8,2.6,52.8,12-20,0.600,5.9,8-16,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fr,6-5,JoJo Moore,Oral Roberts,Sum,81.9,6.4,4.8,142.3,25.0,66.7,69.8,7.1,17.2,14.7,7.2,7.3,0.6,63.6,22-29,0.759,2.4,0-4,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Fr,6-11,Asa Newell,Georgia,SEC,81.9,6.4,13.6,135.0,20.0,57.1,63.2,16.8,11.2,8.6,8.8,5.5,1.8,57.1,13-22,0.591,3.5,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sr,6-4,Cameron Hildreth,Wake Forest,ACC,87.1,6.3,9.2,139.5,23.3,64.0,66.6,4.2,8.2,14.3,7.4,1.8,2.6,36.0,7-15,0.467,8.7,6-10,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Sr,6-6,Jaxson Robinson,Kentucky,SEC,75.6,6.3,7.8,138.5,18.1,66.3,68.9,2.0,10.4,10.4,7.4,2.2,0.5,15.2,8-12,0.667,15.3,15-34,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Sr,6-3,Bryce Johnson,UMBC,AE,85.7,6.3,3.2,130.2,32.6,60.7,70.7,2.0,8.2,21.0,12.7,0.0,1.6,60.7,14-23,0.609,4.1,2-5,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fr,6-6,Aidan Richard,Holy Cross,Pat,29.9,6.1,6.6,194.5,10.5,100.0,100.0,0.0,5.1,16.2,0.0,0.0,0.0,0.0,1-2,0.500,10.4,6-8,0.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,So,6-4,Rodney Rice,Maryland,B10,79.3,6.1,8.2,138.0,18.2,58.8,66.1,5.2,7.2,14.7,7.5,0.0,0.9,47.1,11-15,0.733,8.7,6-19,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Fr,6-7,Lajae Jones,St. Bonaventure,A10,93.8,6.1,7.1,144.0,17.0,62.1,68.0,6.5,19.6,3.3,6.1,1.3,2.1,33.3,7-18,0.389,7.8,9-15,0.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Sr,7-1,Ryan Kalkbrenner,Creighton,BE,83.7,6.0,13.8,127.0,26.0,63.8,64.5,12.5,20.3,7.8,8.6,11.8,1.7,42.5,18-31,0.581,5.1,5-9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Sr,6-11,Oscar Cluff,South Dakota St.,Sum,71.1,6.0,12.5,135.2,30.7,78.3,77.8,24.8,32.7,24.4,21.6,1.7,0.7,60.0,22-29,0.759,0.7,1-1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,So,6-6,LeJuan Watts,Washington St.,WCC,87.4,6.0,3.0,123.7,26.2,50.0,59.5,13.4,15.6,24.0,17.6,1.0,1.5,69.4,12-25,0.480,5.6,4-11,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Jr,6-3,Tre Donaldson,Michigan,B10,82.3,6.0,9.7,136.0,18.6,74.1,68.2,0.0,13.5,32.1,12.0,0.0,2.2,29.6,5-7,0.714,11.2,10-20,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Fr,6-6,Kasparas Jakucionis,Illinois,B10,42.7,6.0,11.1,130.5,25.9,64.3,68.4,1.2,15.3,34.5,18.9,0.0,1.2,31.4,12-18,0.667,10.4,7-17,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Sr,6-2,John Buggs III,East Tennessee St.,SC,77.5,6.0,7.6,161.5,15.7,73.6,74.3,1.0,12.4,15.2,3.2,0.0,2.5,33.3,4-10,0.400,12.9,15-26,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,So,6-2,Dylan Darling,Idaho St.,BSky,83.4,6.0,8.2,128.2,31.1,56.5,60.0,0.0,4.0,36.0,13.0,3.3,2.3,56.5,14-26,0.538,11.5,8-20,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Jr,6-2,Jordan Pope,Texas,SEC,73.2,5.9,8.1,123.8,23.5,51.5,58.4,1.3,4.1,8.3,2.9,0.0,2.7,44.1,10-18,0.556,10.9,5-16,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Sr,6-8,Eric Dixon,Villanova,BE,91.3,5.9,6.5,112.3,31.8,50.0,54.9,2.7,7.5,17.1,10.9,3.2,1.0,22.8,19-50,0.380,14.6,18-42,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Sr,7-0,Steven Crowl,Wisconsin,B10,62.1,5.9,15.9,144.3,24.5,78.1,82.8,7.3,24.0,20.4,19.1,1.9,0.6,43.8,19-24,0.792,4.7,4-8,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Jr,6-9,Tae Davis,Notre Dame,ACC,87.8,5.9,2.9,122.2,25.2,50.0,56.3,6.0,8.6,18.3,8.8,0.0,0.4,49.0,23-45,0.511,1.8,1-4,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sr,6-9,Toyaz Solomon,UNC Asheville,BSth,74.5,5.8,4.9,147.6,21.4,68.6,68.6,8.7,15.8,19.2,2.9,4.2,1.2,8.6,24-33,0.727,1.2,0-2,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,So,6-10,Isaac Traudt,Creighton,BE,49.5,5.8,7.1,203.9,6.5,105.6,105.5,1.9,1.7,2.7,0.0,0.0,0.0,11.1,2-2,1.000,6.7,5-7,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Jr,6-4,Fletcher Loyer,Purdue,B10,75.7,5.8,7.9,141.2,17.6,67.4,70.2,0.0,4.8,5.6,2.9,0.0,1.0,16.3,14-24,0.583,9.8,10-19,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Sr,6-2,Drake Dobbs,St. Thomas,Sum,72.9,5.8,5.7,150.6,21.8,66.1,72.9,4.3,6.2,31.1,11.3,0.0,1.5,67.9,8-12,0.667,7.8,7-16,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sr,6-3,Drew Thelwell,Iowa,B10,58.7,5.8,9.8,128.5,21.4,62.9,66.2,0.0,6.7,16.0,7.9,0.0,6.2,61.3,12-22,0.545,5.1,5-9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,So,6-3,Solo Ball,Connecticut,BE,84.3,5.8,8.4,136.0,19.3,66.0,66.7,3.2,12.1,10.0,4.8,0.8,1.9,21.3,7-16,0.438,14.4,16-31,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Jr,6-9,Pharrel Payne,Texas A&M,SEC,53.7,5.8,16.3,147.0,24.5,86.4,80.6,10.2,13.7,5.4,10.6,9.0,1.3,163.6,19-22,0.864,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sr,6-2,Alijah Martin,Florida,SEC,82.1,5.8,10.8,124.8,21.6,59.6,60.4,4.8,9.4,7.4,12.0,1.8,2.2,30.8,10-21,0.476,13.5,14-31,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,So,5-10,Jordan Marsh,UNC Asheville,BSth,81.5,5.8,3.0,127.0,31.1,63.3,67.3,1.3,10.8,21.8,12.8,1.3,2.8,46.7,24-36,0.667,5.1,3-9,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Jr,6-9,Trey Kaufman-Renn,Purdue,B10,64.0,5.7,9.5,132.5,27.7,65.9,64.9,13.2,12.5,24.2,11.0,1.2,1.2,26.8,27-41,0.659,0.0,0-0,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,6-2,Javon Small,West Virginia,B12,92.2,5.7,10.0,107.0,34.1,48.0,55.9,1.0,21.1,35.9,17.5,1.1,2.2,42.0,9-21,0.429,15.7,10-29,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Jr,6-6,Darrion Williams,Texas Tech,B12,82.6,5.7,9.7,116.9,27.7,55.2,58.6,5.6,14.6,25.7,18.7,0.0,2.3,43.8,19-37,0.514,5.2,5-11,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
